,age_min,age_max,wife_ed_min,wife_ed_max,husb_ed_min,husb_ed_max,no_kids_min,no_kids_max,wife_rel_min,wife_rel_max,wife_works_min,wife_works_max,husb_occupation_min,husb_occupation_max,SOL_index_min,SOL_index_max,media_exp_min,media_exp_max,class
78,33.0,33.0,1,4,1,4,0,16,0,1,0,1,3,4,1,4,0,1,1
79,38.0,38.0,1,4,1,4,0,16,0,1,0,1,1,2,1,4,0,1,1
80,24.0,24.0,1,4,1,4,0,16,0,1,0,1,1,2,1,4,0,1,1
81,49.0,49.0,1,4,1,4,0,16,0,1,0,1,1,2,1,4,0,1,1
82,24.0,24.0,1,4,1,4,0,16,0,1,0,1,3,4,1,4,0,1,1
83,28.0,28.0,1,4,1,4,0,16,0,1,0,1,1,2,1,4,0,1,1
84,30.0,30.0,1,4,1,4,0,16,0,1,0,1,1,2,1,4,0,1,1
85,33.0,33.0,1,4,1,4,0,16,0,1,0,1,1,2,1,4,0,1,1
86,25.0,25.0,1,4,1,4,0,16,0,1,0,1,1,2,1,4,0,1,1
87,35.0,35.0,1,4,1,4,0,16,0,1,0,1,1,2,1,4,0,1,1
88,27.0,27.0,1,4,1,4,0,16,0,1,0,1,1,2,1,4,0,1,1
89,24.0,24.0,1,4,1,4,0,16,0,1,0,1,1,2,1,4,0,1,1
90,25.0,25.0,1,4,1,4,0,16,0,1,0,1,1,2,1,4,0,1,1
91,46.0,46.0,1,4,1,4,0,16,0,1,0,1,1,2,1,4,0,1,1
92,26.0,26.0,1,4,1,4,0,16,0,1,0,1,1,2,1,4,0,1,1
93,38.0,38.0,1,4,1,4,0,16,0,1,0,1,3,4,1,4,0,1,1
94,47.0,47.0,1,4,1,4,0,16,0,1,0,1,1,2,1,4,0,1,1
95,41.0,41.0,1,4,1,4,0,16,0,1,0,1,1,2,1,4,0,1,1
96,41.0,41.0,1,4,1,4,0,16,0,1,0,1,1,2,1,4,0,1,1
97,28.0,28.0,1,4,1,4,0,16,0,1,0,1,1,2,1,4,0,1,1
98,17.0,17.0,1,4,1,4,0,16,0,1,0,1,3,4,1,4,0,1,1
99,27.0,27.0,1,4,1,4,0,16,0,1,0,1,1,2,1,4,0,1,1
100,27.0,27.0,1,4,1,4,0,16,0,1,0,1,3,4,1,4,0,1,1
101,19.0,19.0,1,4,1,4,0,16,0,1,0,1,1,2,1,4,0,1,1
102,27.0,27.0,1,4,1,4,0,16,0,1,0,1,3,4,1,4,0,1,1
103,26.0,26.0,1,4,1,4,0,16,0,1,0,1,1,2,1,4,0,1,1
104,23.0,23.0,1,4,1,4,0,16,0,1,0,1,3,4,1,4,0,1,1
105,40.0,40.0,1,4,1,4,0,16,0,1,0,1,3,4,1,4,0,1,1
106,22.0,22.0,1,4,1,4,0,16,0,1,0,1,1,2,1,4,0,1,1
107,44.0,44.0,1,4,1,4,0,16,0,1,0,1,1,2,1,4,0,1,1
108,29.0,29.0,1,4,1,4,0,16,0,1,0,1,3,4,1,4,0,1,1
109,26.0,26.0,1,4,1,4,0,16,0,1,0,1,3,4,1,4,0,1,1
110,45.0,45.0,1,4,1,4,0,16,0,1,0,1,3,4,1,4,0,1,1
111,32.0,32.0,1,4,1,4,0,16,0,1,0,1,1,2,1,4,0,1,1
112,21.0,21.0,1,4,1,4,0,16,0,1,0,1,1,2,1,4,0,1,1
113,31.0,31.0,1,4,1,4,0,16,0,1,0,1,3,4,1,4,0,1,1
114,21.0,21.0,1,4,1,4,0,16,0,1,0,1,1,2,1,4,0,1,1
115,37.0,37.0,1,4,1,4,0,16,0,1,0,1,1,2,1,4,0,1,1
116,34.0,34.0,1,4,1,4,0,16,0,1,0,1,3,4,1,4,0,1,1
117,44.0,44.0,1,4,1,4,0,16,0,1,0,1,1,2,1,4,0,1,1
118,49.0,49.0,1,4,1,4,0,16,0,1,0,1,1,2,1,4,0,1,1
119,26.0,26.0,1,4,1,4,0,16,0,1,0,1,3,4,1,4,0,1,1
120,38.0,38.0,1,4,1,4,0,16,0,1,0,1,1,2,1,4,0,1,1
121,36.0,36.0,1,4,1,4,0,16,0,1,0,1,1,2,1,4,0,1,1
122,26.0,26.0,1,4,1,4,0,16,0,1,0,1,3,4,1,4,0,1,1
123,20.0,20.0,1,4,1,4,0,16,0,1,0,1,3,4,1,4,0,1,1
124,44.0,44.0,1,4,1,4,0,16,0,1,0,1,3,4,1,4,0,1,1
125,31.0,31.0,1,4,1,4,0,16,0,1,0,1,1,2,1,4,0,1,1
126,45.0,45.0,1,4,1,4,0,16,0,1,0,1,1,2,1,4,0,1,1
127,36.0,36.0,1,4,1,4,0,16,0,1,0,1,3,4,1,4,0,1,1
128,43.0,43.0,1,4,1,4,0,16,0,1,0,1,1,2,1,4,0,1,1
129,25.0,25.0,1,4,1,4,0,16,0,1,0,1,1,2,1,4,0,1,1
130,48.0,48.0,1,4,1,4,0,16,0,1,0,1,3,4,1,4,0,1,1
131,30.0,30.0,1,4,1,4,0,16,0,1,0,1,1,2,1,4,0,1,1
132,48.0,48.0,1,4,1,4,0,16,0,1,0,1,3,4,1,4,0,1,1
133,28.0,28.0,1,4,1,4,0,16,0,1,0,1,3,4,1,4,0,1,1
134,26.0,26.0,1,4,1,4,0,16,0,1,0,1,1,2,1,4,0,1,1
135,26.0,26.0,1,4,1,4,0,16,0,1,0,1,1,2,1,4,0,1,1
136,24.0,24.0,1,4,1,4,0,16,0,1,0,1,3,4,1,4,0,1,1
137,21.0,21.0,1,4,1,4,0,16,0,1,0,1,1,2,1,4,0,1,1
138,30.0,30.0,1,4,1,4,0,16,0,1,0,1,3,4,1,4,0,1,1
139,20.0,20.0,1,4,1,4,0,16,0,1,0,1,1,2,1,4,0,1,1
140,33.0,33.0,1,4,1,4,0,16,0,1,0,1,1,2,1,4,0,1,1
141,30.0,30.0,1,4,1,4,0,16,0,1,0,1,3,4,1,4,0,1,1
142,47.0,47.0,1,4,1,4,0,16,0,1,0,1,1,2,1,4,0,1,1
143,35.0,35.0,1,4,1,4,0,16,0,1,0,1,3,4,1,4,0,1,1
144,30.0,30.0,1,4,1,4,0,16,0,1,0,1,3,4,1,4,0,1,1
145,33.0,33.0,1,4,1,4,0,16,0,1,0,1,1,2,1,4,0,1,1
146,45.0,45.0,1,4,1,4,0,16,0,1,0,1,1,2,1,4,0,1,1
147,41.0,41.0,1,4,1,4,0,16,0,1,0,1,1,2,1,4,0,1,1
148,32.0,32.0,1,4,1,4,0,16,0,1,0,1,1,2,1,4,0,1,1
149,43.0,43.0,1,4,1,4,0,16,0,1,0,1,1,2,1,4,0,1,1
150,44.0,44.0,1,4,1,4,0,16,0,1,0,1,1,2,1,4,0,1,1
151,21.0,21.0,1,4,1,4,0,16,0,1,0,1,3,4,1,4,0,1,1
152,44.0,44.0,1,4,1,4,0,16,0,1,0,1,1,2,1,4,0,1,1
153,23.0,23.0,1,4,1,4,0,16,0,1,0,1,1,2,1,4,0,1,1
154,47.0,47.0,1,4,1,4,0,16,0,1,0,1,1,2,1,4,0,1,1
155,47.0,47.0,1,4,1,4,0,16,0,1,0,1,1,2,1,4,0,1,1
156,35.0,35.0,1,4,1,4,0,16,0,1,0,1,1,2,1,4,0,1,1
157,32.0,32.0,1,4,1,4,0,16,0,1,0,1,3,4,1,4,0,1,1
158,45.0,45.0,1,4,1,4,0,16,0,1,0,1,1,2,1,4,0,1,1
159,22.0,22.0,1,4,1,4,0,16,0,1,0,1,3,4,1,4,0,1,1
160,23.0,23.0,1,4,1,4,0,16,0,1,0,1,1,2,1,4,0,1,1
161,30.0,30.0,1,4,1,4,0,16,0,1,0,1,1,2,1,4,0,1,1
162,44.0,44.0,1,4,1,4,0,16,0,1,0,1,1,2,1,4,0,1,1
163,40.0,40.0,1,4,1,4,0,16,0,1,0,1,3,4,1,4,0,1,1
164,34.0,34.0,1,4,1,4,0,16,0,1,0,1,1,2,1,4,0,1,1
165,37.0,37.0,1,4,1,4,0,16,0,1,0,1,1,2,1,4,0,1,1
166,49.0,49.0,1,4,1,4,0,16,0,1,0,1,1,2,1,4,0,1,1
167,26.0,26.0,1,4,1,4,0,16,0,1,0,1,1,2,1,4,0,1,1
168,22.0,22.0,1,4,1,4,0,16,0,1,0,1,1,2,1,4,0,1,1
169,20.0,20.0,1,4,1,4,0,16,0,1,0,1,1,2,1,4,0,1,1
170,47.0,47.0,1,4,1,4,0,16,0,1,0,1,1,2,1,4,0,1,1
171,49.0,49.0,1,4,1,4,0,16,0,1,0,1,3,4,1,4,0,1,1
172,22.0,22.0,1,4,1,4,0,16,0,1,0,1,1,2,1,4,0,1,1
173,22.0,22.0,1,4,1,4,0,16,0,1,0,1,3,4,1,4,0,1,1
174,25.0,25.0,1,4,1,4,0,16,0,1,0,1,3,4,1,4,0,1,1
175,32.0,32.0,1,4,1,4,0,16,0,1,0,1,3,4,1,4,0,1,1
176,28.0,28.0,1,4,1,4,0,16,0,1,0,1,1,2,1,4,0,1,1
177,30.0,30.0,1,4,1,4,0,16,0,1,0,1,1,2,1,4,0,1,1
178,45.0,45.0,1,4,1,4,0,16,0,1,0,1,1,2,1,4,0,1,1
179,49.0,49.0,1,4,1,4,0,16,0,1,0,1,1,2,1,4,0,1,1
180,34.0,34.0,1,4,1,4,0,16,0,1,0,1,1,2,1,4,0,1,1
181,25.0,25.0,1,4,1,4,0,16,0,1,0,1,1,2,1,4,0,1,1
182,42.0,42.0,1,4,1,4,0,16,0,1,0,1,3,4,1,4,0,1,1
183,48.0,48.0,1,4,1,4,0,16,0,1,0,1,3,4,1,4,0,1,1
184,35.0,35.0,1,4,1,4,0,16,0,1,0,1,1,2,1,4,0,1,1
185,33.0,33.0,1,4,1,4,0,16,0,1,0,1,3,4,1,4,0,1,1
186,20.0,20.0,1,4,1,4,0,16,0,1,0,1,3,4,1,4,0,1,1
187,36.0,36.0,1,4,1,4,0,16,0,1,0,1,3,4,1,4,0,1,1
188,19.0,19.0,1,4,1,4,0,16,0,1,0,1,3,4,1,4,0,1,1
189,27.0,27.0,1,4,1,4,0,16,0,1,0,1,3,4,1,4,0,1,1
190,30.0,30.0,1,4,1,4,0,16,0,1,0,1,3,4,1,4,0,1,1
191,31.0,31.0,1,4,1,4,0,16,0,1,0,1,3,4,1,4,0,1,1
192,44.0,44.0,1,4,1,4,0,16,0,1,0,1,3,4,1,4,0,1,1
193,24.0,24.0,1,4,1,4,0,16,0,1,0,1,3,4,1,4,0,1,1
194,18.0,18.0,1,4,1,4,0,16,0,1,0,1,3,4,1,4,0,1,1
195,45.0,45.0,1,4,1,4,0,16,0,1,0,1,3,4,1,4,0,1,1
196,25.0,25.0,1,4,1,4,0,16,0,1,0,1,3,4,1,4,0,1,1
197,36.0,36.0,1,4,1,4,0,16,0,1,0,1,1,2,1,4,0,1,1
198,30.0,30.0,1,4,1,4,0,16,0,1,0,1,1,2,1,4,0,1,1
199,32.0,32.0,1,4,1,4,0,16,0,1,0,1,3,4,1,4,0,1,1
200,42.0,42.0,1,4,1,4,0,16,0,1,0,1,1,2,1,4,0,1,1
201,22.0,22.0,1,4,1,4,0,16,0,1,0,1,3,4,1,4,0,1,1
202,36.0,36.0,1,4,1,4,0,16,0,1,0,1,1,2,1,4,0,1,1
203,27.0,27.0,1,4,1,4,0,16,0,1,0,1,3,4,1,4,0,1,1
204,40.0,40.0,1,4,1,4,0,16,0,1,0,1,1,2,1,4,0,1,1
205,22.0,22.0,1,4,1,4,0,16,0,1,0,1,3,4,1,4,0,1,1
206,26.0,26.0,1,4,1,4,0,16,0,1,0,1,3,4,1,4,0,1,1
207,31.0,31.0,1,4,1,4,0,16,0,1,0,1,1,2,1,4,0,1,1
208,32.0,32.0,1,4,1,4,0,16,0,1,0,1,1,2,1,4,0,1,1
209,34.0,34.0,1,4,1,4,0,16,0,1,0,1,3,4,1,4,0,1,1
210,40.0,40.0,1,4,1,4,0,16,0,1,0,1,3,4,1,4,0,1,1
211,45.0,45.0,1,4,1,4,0,16,0,1,0,1,3,4,1,4,0,1,1
212,26.0,26.0,1,4,1,4,0,16,0,1,0,1,3,4,1,4,0,1,1
213,48.0,48.0,1,4,1,4,0,16,0,1,0,1,3,4,1,4,0,1,1
214,43.0,43.0,1,4,1,4,0,16,0,1,0,1,3,4,1,4,0,1,1
215,27.0,27.0,1,4,1,4,0,16,0,1,0,1,1,2,1,4,0,1,1
216,42.0,42.0,1,4,1,4,0,16,0,1,0,1,3,4,1,4,0,1,1
217,34.0,34.0,1,4,1,4,0,16,0,1,0,1,1,2,1,4,0,1,1
218,32.0,32.0,1,4,1,4,0,16,0,1,0,1,1,2,1,4,0,1,1
219,31.0,31.0,1,4,1,4,0,16,0,1,0,1,1,2,1,4,0,1,1
220,22.0,22.0,1,4,1,4,0,16,0,1,0,1,3,4,1,4,0,1,1
221,27.0,27.0,1,4,1,4,0,16,0,1,0,1,3,4,1,4,0,1,1
222,37.0,37.0,1,4,1,4,0,16,0,1,0,1,1,2,1,4,0,1,1
223,22.0,22.0,1,4,1,4,0,16,0,1,0,1,1,2,1,4,0,1,1
224,47.0,47.0,1,4,1,4,0,16,0,1,0,1,1,2,1,4,0,1,1
225,32.0,32.0,1,4,1,4,0,16,0,1,0,1,1,2,1,4,0,1,1
226,37.0,37.0,1,4,1,4,0,16,0,1,0,1,1,2,1,4,0,1,1
227,45.0,45.0,1,4,1,4,0,16,0,1,0,1,1,2,1,4,0,1,1
228,47.0,47.0,1,4,1,4,0,16,0,1,0,1,3,4,1,4,0,1,1
229,28.0,28.0,1,4,1,4,0,16,0,1,0,1,3,4,1,4,0,1,1
230,48.0,48.0,1,4,1,4,0,16,0,1,0,1,3,4,1,4,0,1,1
231,26.0,26.0,1,4,1,4,0,16,0,1,0,1,1,2,1,4,0,1,1
232,21.0,21.0,1,4,1,4,0,16,0,1,0,1,3,4,1,4,0,1,1
233,20.0,20.0,1,4,1,4,0,16,0,1,0,1,1,2,1,4,0,1,1
234,39.0,39.0,1,4,1,4,0,16,0,1,0,1,3,4,1,4,0,1,1
235,27.0,27.0,1,4,1,4,0,16,0,1,0,1,3,4,1,4,0,1,1
236,37.0,37.0,1,4,1,4,0,16,0,1,0,1,3,4,1,4,0,1,1
237,24.0,24.0,1,4,1,4,0,16,0,1,0,1,3,4,1,4,0,1,1
238,39.0,39.0,1,4,1,4,0,16,0,1,0,1,3,4,1,4,0,1,1
239,20.0,20.0,1,4,1,4,0,16,0,1,0,1,1,2,1,4,0,1,1
240,19.0,19.0,1,4,1,4,0,16,0,1,0,1,1,2,1,4,0,1,1
241,40.0,40.0,1,4,1,4,0,16,0,1,0,1,1,2,1,4,0,1,1
242,41.0,41.0,1,4,1,4,0,16,0,1,0,1,3,4,1,4,0,1,1
243,22.0,22.0,1,4,1,4,0,16,0,1,0,1,1,2,1,4,0,1,1
244,32.0,32.0,1,4,1,4,0,16,0,1,0,1,1,2,1,4,0,1,1
245,34.0,34.0,1,4,1,4,0,16,0,1,0,1,1,2,1,4,0,1,1
246,34.0,34.0,1,4,1,4,0,16,0,1,0,1,1,2,1,4,0,1,1
247,23.0,23.0,1,4,1,4,0,16,0,1,0,1,1,2,1,4,0,1,1
248,27.0,27.0,1,4,1,4,0,16,0,1,0,1,1,2,1,4,0,1,1
249,46.0,46.0,1,4,1,4,0,16,0,1,0,1,1,2,1,4,0,1,1
250,34.0,34.0,1,4,1,4,0,16,0,1,0,1,1,2,1,4,0,1,1
251,33.0,33.0,1,4,1,4,0,16,0,1,0,1,3,4,1,4,0,1,1
252,25.0,25.0,1,4,1,4,0,16,0,1,0,1,3,4,1,4,0,1,1
253,26.0,26.0,1,4,1,4,0,16,0,1,0,1,1,2,1,4,0,1,1
254,48.0,48.0,1,4,1,4,0,16,0,1,0,1,3,4,1,4,0,1,1
255,36.0,36.0,1,4,1,4,0,16,0,1,0,1,3,4,1,4,0,1,1
256,38.0,38.0,1,4,1,4,0,16,0,1,0,1,1,2,1,4,0,1,1
257,44.0,44.0,1,4,1,4,0,16,0,1,0,1,3,4,1,4,0,1,1
258,44.0,44.0,1,4,1,4,0,16,0,1,0,1,3,4,1,4,0,1,1
259,39.0,39.0,1,4,1,4,0,16,0,1,0,1,3,4,1,4,0,1,1
260,47.0,47.0,1,4,1,4,0,16,0,1,0,1,3,4,1,4,0,1,1
261,43.0,43.0,1,4,1,4,0,16,0,1,0,1,3,4,1,4,0,1,1
262,29.0,29.0,1,4,1,4,0,16,0,1,0,1,1,2,1,4,0,1,1
263,22.0,22.0,1,4,1,4,0,16,0,1,0,1,1,2,1,4,0,1,1
264,31.0,31.0,1,4,1,4,0,16,0,1,0,1,3,4,1,4,0,1,1
265,22.0,22.0,1,4,1,4,0,16,0,1,0,1,1,2,1,4,0,1,1
266,45.0,45.0,1,4,1,4,0,16,0,1,0,1,1,2,1,4,0,1,1
267,42.0,42.0,1,4,1,4,0,16,0,1,0,1,3,4,1,4,0,1,1
268,38.0,38.0,1,4,1,4,0,16,0,1,0,1,3,4,1,4,0,1,1
269,47.0,47.0,1,4,1,4,0,16,0,1,0,1,3,4,1,4,0,1,1
270,30.0,30.0,1,4,1,4,0,16,0,1,0,1,1,2,1,4,0,1,1
271,28.0,28.0,1,4,1,4,0,16,0,1,0,1,3,4,1,4,0,1,1
272,25.0,25.0,1,4,1,4,0,16,0,1,0,1,1,2,1,4,0,1,1
273,49.0,49.0,1,4,1,4,0,16,0,1,0,1,1,2,1,4,0,1,1
274,23.0,23.0,1,4,1,4,0,16,0,1,0,1,1,2,1,4,0,1,1
275,35.0,35.0,1,4,1,4,0,16,0,1,0,1,1,2,1,4,0,1,1
276,47.0,47.0,1,4,1,4,0,16,0,1,0,1,1,2,1,4,0,1,1
277,35.0,35.0,1,4,1,4,0,16,0,1,0,1,1,2,1,4,0,1,1
278,44.0,44.0,1,4,1,4,0,16,0,1,0,1,3,4,1,4,0,1,1
279,48.0,48.0,1,4,1,4,0,16,0,1,0,1,1,2,1,4,0,1,1
280,43.0,43.0,1,4,1,4,0,16,0,1,0,1,3,4,1,4,0,1,1
281,21.0,21.0,1,4,1,4,0,16,0,1,0,1,3,4,1,4,0,1,1
282,22.0,22.0,1,4,1,4,0,16,0,1,0,1,1,2,1,4,0,1,1
283,41.0,41.0,1,4,1,4,0,16,0,1,0,1,3,4,1,4,0,1,1
284,29.0,29.0,1,4,1,4,0,16,0,1,0,1,3,4,1,4,0,1,1
285,44.0,44.0,1,4,1,4,0,16,0,1,0,1,1,2,1,4,0,1,1
286,22.0,22.0,1,4,1,4,0,16,0,1,0,1,1,2,1,4,0,1,1
287,23.0,23.0,1,4,1,4,0,16,0,1,0,1,3,4,1,4,0,1,1
288,22.0,22.0,1,4,1,4,0,16,0,1,0,1,3,4,1,4,0,1,1
289,35.0,35.0,1,4,1,4,0,16,0,1,0,1,1,2,1,4,0,1,1
290,24.0,24.0,1,4,1,4,0,16,0,1,0,1,1,2,1,4,0,1,1
291,36.0,36.0,1,4,1,4,0,16,0,1,0,1,1,2,1,4,0,1,1
292,47.0,47.0,1,4,1,4,0,16,0,1,0,1,1,2,1,4,0,1,1
293,40.0,40.0,1,4,1,4,0,16,0,1,0,1,3,4,1,4,0,1,1
294,29.0,29.0,1,4,1,4,0,16,0,1,0,1,1,2,1,4,0,1,1
295,49.0,49.0,1,4,1,4,0,16,0,1,0,1,1,2,1,4,0,1,1
296,49.0,49.0,1,4,1,4,0,16,0,1,0,1,1,2,1,4,0,1,1
297,47.0,47.0,1,4,1,4,0,16,0,1,0,1,1,2,1,4,0,1,1
298,28.0,28.0,1,4,1,4,0,16,0,1,0,1,1,2,1,4,0,1,1
299,26.0,26.0,1,4,1,4,0,16,0,1,0,1,1,2,1,4,0,1,1
300,29.0,29.0,1,4,1,4,0,16,0,1,0,1,1,2,1,4,0,1,1
301,29.0,29.0,1,4,1,4,0,16,0,1,0,1,1,2,1,4,0,1,1
302,25.0,25.0,1,4,1,4,0,16,0,1,0,1,3,4,1,4,0,1,1
303,24.0,24.0,1,4,1,4,0,16,0,1,0,1,3,4,1,4,0,1,1
304,23.0,23.0,1,4,1,4,0,16,0,1,0,1,1,2,1,4,0,1,1
305,23.0,23.0,1,4,1,4,0,16,0,1,0,1,3,4,1,4,0,1,1
306,44.0,44.0,1,4,1,4,0,16,0,1,0,1,1,2,1,4,0,1,1
307,39.0,39.0,1,4,1,4,0,16,0,1,0,1,1,2,1,4,0,1,1
308,21.0,21.0,1,4,1,4,0,16,0,1,0,1,1,2,1,4,0,1,1
309,22.0,22.0,1,4,1,4,0,16,0,1,0,1,1,2,1,4,0,1,1
310,47.0,47.0,1,4,1,4,0,16,0,1,0,1,1,2,1,4,0,1,1
311,36.0,36.0,1,4,1,4,0,16,0,1,0,1,1,2,1,4,0,1,1
