,age_min,age_max,wife_ed_min,wife_ed_max,husb_ed_min,husb_ed_max,no_kids_min,no_kids_max,wife_rel_min,wife_rel_max,wife_works_min,wife_works_max,husb_occupation_min,husb_occupation_max,SOL_index_min,SOL_index_max,media_exp_min,media_exp_max,class
27,28,32,4,4,1,4,0,1,0,1,0,1,1,1,1,4,0,1,1
28,16,24,4,4,1,4,0,1,0,1,0,1,2,2,1,4,0,1,1
29,43,49,1,3,1,3,6,16,0,1,0,1,1,4,4,4,0,1,1
30,16,32,1,3,4,4,0,2,0,1,0,1,1,2,4,4,0,1,1
31,28,32,4,4,1,4,2,16,0,1,0,1,3,4,1,4,0,1,1
32,16,26,1,3,4,4,0,2,0,1,0,1,1,2,1,3,0,1,1
33,33,49,1,3,1,3,0,5,0,1,0,1,3,4,1,2,0,1,1
34,16,32,1,2,1,3,0,2,0,1,0,1,1,4,3,3,0,1,1
35,33,49,1,3,1,3,6,16,0,1,0,1,1,4,1,3,1,1,1
36,33,49,1,3,1,3,8,16,0,1,0,1,1,4,1,3,0,0,1
37,16,32,3,3,1,3,3,4,0,1,0,1,1,4,1,3,0,1,1
38,33,49,1,3,1,3,0,5,0,1,0,1,3,4,4,4,0,1,1
39,16,32,1,2,1,3,0,2,0,1,0,1,1,4,4,4,0,1,1
40,16,32,1,2,1,2,3,4,0,1,0,1,1,4,1,3,0,1,1
41,41,49,1,3,1,3,0,5,0,1,0,1,1,2,1,3,0,1,1
42,39,49,1,3,4,4,0,4,0,1,0,1,1,2,1,4,0,1,1
43,40,44,4,4,1,4,0,4,0,1,0,1,1,1,1,4,0,1,1
44,23,32,1,2,1,3,0,2,0,1,0,1,1,4,1,2,0,1,1
45,16,26,1,3,4,4,0,2,0,1,0,1,1,2,1,3,0,1,1
46,29,32,4,4,1,4,2,2,0,1,0,1,1,2,1,4,0,1,1
47,37,49,4,4,1,4,0,4,1,1,0,1,2,4,1,4,0,1,1
48,25,27,4,4,1,4,0,1,0,1,0,1,1,1,1,4,0,1,1
49,25,27,4,4,1,4,0,1,0,1,0,1,1,1,1,4,0,1,1
50,28,32,4,4,1,4,0,1,0,1,0,1,1,1,1,4,0,1,1
51,33,49,4,4,1,4,6,16,0,1,0,1,2,4,1,4,0,1,1
52,33,49,1,3,4,4,5,16,0,1,0,1,3,4,1,4,0,1,1
53,33,49,4,4,1,4,0,4,0,0,0,1,2,2,1,4,0,1,1
54,33,49,1,3,4,4,5,16,0,1,0,1,1,2,1,3,0,1,1
55,16,22,1,2,1,3,0,2,0,1,0,1,1,4,1,2,0,1,1
56,43,49,4,4,1,4,5,6,0,1,0,1,1,1,1,4,0,1,1
57,33,49,1,3,4,4,5,16,0,1,0,1,1,2,1,3,0,1,1
58,16,32,1,2,1,3,0,2,0,1,0,1,1,4,4,4,0,1,1
59,43,49,4,4,1,4,5,6,0,1,0,1,1,1,1,4,0,1,1
60,33,49,1,3,1,3,8,16,0,1,0,1,1,4,1,3,0,0,1
61,16,32,1,2,1,3,0,2,0,1,0,1,1,4,3,3,0,1,1
62,41,49,1,3,1,3,0,5,0,1,0,1,1,2,1,3,0,1,1
63,16,22,1,2,1,3,0,2,0,1,0,1,1,4,1,2,0,1,1
64,27,32,1,3,4,4,0,2,0,1,0,1,1,2,1,3,0,1,1
65,16,24,1,3,4,4,0,2,0,1,0,1,3,4,1,3,0,1,1
66,33,49,4,4,1,4,6,16,0,1,0,1,2,4,1,4,0,1,1
67,16,32,1,2,3,3,3,4,0,1,0,1,1,4,1,3,0,1,1
68,16,32,1,3,4,4,0,2,0,1,0,1,3,4,4,4,0,1,1
69,24,32,4,4,1,4,0,1,0,1,0,1,3,4,1,4,0,1,1
70,41,49,1,3,1,3,0,5,0,1,0,1,1,2,1,3,0,1,1
71,43,49,1,3,1,3,6,16,0,1,0,1,1,4,4,4,0,1,1
72,23,32,1,2,1,3,0,2,0,1,0,1,1,4,1,2,0,1,1
73,23,32,1,2,1,3,0,2,0,1,0,1,1,4,1,2,0,1,1
74,16,26,1,3,4,4,0,2,0,1,0,1,1,2,1,3,0,1,1
75,16,26,1,3,4,4,0,2,0,1,0,1,1,2,1,3,0,1,1
76,25,32,4,4,1,4,0,1,0,1,0,1,2,2,1,4,0,1,1
77,39,49,1,3,4,4,0,4,0,1,0,1,1,2,1,4,0,1,1
78,33,49,1,3,1,3,0,5,0,1,0,1,3,4,1,2,0,1,1
79,37,39,4,4,1,4,0,3,0,1,0,1,1,1,1,4,0,1,1
80,16,24,4,4,1,4,0,1,0,1,0,1,1,1,4,4,0,1,1
81,43,49,4,4,1,4,5,6,0,1,0,1,1,1,1,4,0,1,1
82,16,32,1,3,4,4,0,2,0,1,0,1,3,4,4,4,0,1,1
83,28,32,4,4,1,4,0,1,0,1,0,1,1,1,1,4,0,1,1
84,29,32,4,4,1,4,2,2,0,1,0,1,1,2,1,4,0,1,1
85,33,36,4,4,1,4,0,3,0,1,0,1,1,1,1,4,0,1,1
86,25,27,4,4,1,4,0,1,0,1,0,1,1,1,1,4,0,1,1
87,33,36,4,4,1,4,0,3,0,1,0,1,1,1,1,4,0,1,1
88,16,32,1,3,4,4,3,16,0,1,0,1,1,2,4,4,0,1,1
89,16,32,1,2,1,2,3,4,0,1,0,1,1,4,1,3,0,1,1
90,23,32,1,2,1,3,0,2,0,1,0,1,1,4,1,2,0,1,1
91,33,49,1,3,4,4,5,16,0,1,0,1,1,2,4,4,0,1,1
92,16,32,1,2,1,2,3,4,0,1,0,1,1,4,1,3,0,1,1
93,33,49,1,3,1,3,0,5,0,1,0,1,3,4,1,2,0,1,1
94,41,49,1,3,1,3,0,5,0,1,0,1,1,2,1,3,0,1,1
95,33,49,1,3,1,3,6,16,0,1,0,1,1,4,1,3,1,1,1
96,41,49,1,3,1,3,0,5,0,1,0,1,1,2,1,3,0,1,1
97,16,32,4,4,1,4,4,16,0,1,0,1,1,2,1,4,0,1,1
98,16,32,1,2,1,2,3,4,0,1,0,1,1,4,1,3,0,1,1
99,16,32,1,3,3,3,5,16,0,1,0,1,1,4,1,3,0,1,1
100,16,32,1,2,1,2,3,4,0,1,0,1,1,4,1,3,0,1,1
101,16,22,1,2,1,3,0,2,0,1,0,1,1,4,1,2,0,1,1
102,16,32,1,3,4,4,3,16,0,1,0,1,3,4,1,3,0,1,1
103,16,32,4,4,1,4,4,16,0,1,0,1,1,2,1,4,0,1,1
104,16,24,1,3,4,4,0,2,0,1,0,1,3,4,1,3,0,1,1
105,33,49,1,3,1,3,0,5,0,1,0,1,3,4,1,2,0,1,1
106,16,24,4,4,1,4,0,1,0,1,0,1,1,1,1,3,0,1,1
107,39,49,1,3,4,4,0,4,0,1,0,1,1,2,1,4,0,1,1
108,23,32,1,2,1,3,0,2,0,1,0,1,1,4,1,2,0,1,1
109,16,32,1,2,3,3,3,4,0,1,0,1,1,4,1,3,0,1,1
110,37,49,4,4,1,4,0,4,1,1,0,1,2,4,1,4,0,1,1
111,16,32,1,3,3,3,5,16,0,1,0,1,1,4,1,3,0,1,1
112,16,24,4,4,1,4,0,1,0,1,0,1,1,1,4,4,0,1,1
113,16,32,1,2,1,2,3,4,0,1,0,1,1,4,1,3,0,1,1
114,16,26,1,3,4,4,0,2,0,1,0,1,1,2,1,3,0,1,1
115,37,39,4,4,1,4,0,3,0,1,0,1,1,1,1,4,0,1,1
116,33,49,4,4,1,4,0,4,0,0,0,1,3,4,1,4,0,1,1
117,39,49,1,3,4,4,0,4,0,1,0,1,1,2,1,4,0,1,1
118,33,49,4,4,1,4,5,5,0,1,0,1,2,4,1,4,0,1,1
119,16,32,1,2,1,3,0,2,0,1,0,1,1,4,3,3,0,1,1
120,33,49,1,3,1,3,0,5,0,1,0,1,1,2,4,4,0,1,1
121,33,40,1,3,1,3,0,5,0,1,0,1,1,2,1,3,0,1,1
122,25,32,1,3,4,4,0,2,0,1,0,1,3,4,1,3,0,1,1
123,16,22,1,2,1,3,0,2,0,1,0,1,1,4,1,2,0,1,1
124,33,49,1,3,1,3,0,5,0,1,0,1,3,4,1,2,0,1,1
125,27,32,1,3,4,4,0,2,0,1,0,1,1,2,1,3,0,1,1
126,45,49,4,4,1,4,0,4,0,1,0,1,1,1,1,4,0,1,1
127,33,49,1,3,1,3,0,5,0,1,0,1,3,4,1,2,0,1,1
128,41,49,1,3,1,3,0,5,0,1,0,1,1,2,1,3,0,1,1
129,16,26,1,3,4,4,0,2,0,1,0,1,1,2,1,3,0,1,1
130,33,49,1,3,4,4,0,4,0,1,0,1,3,4,1,4,0,1,1
131,28,32,4,4,1,4,0,1,0,1,0,1,1,1,1,4,0,1,1
132,33,49,1,3,1,3,8,16,0,1,0,1,1,4,1,3,0,0,1
133,25,32,1,3,4,4,0,2,0,1,0,1,3,4,1,3,0,1,1
134,25,27,4,4,1,4,0,1,0,1,0,1,1,1,1,4,0,1,1
135,16,32,1,3,1,3,3,16,0,1,0,1,1,4,4,4,0,1,1
136,16,27,4,4,1,4,2,16,0,1,0,1,3,4,1,4,0,1,1
137,16,32,3,3,1,3,0,2,0,1,0,1,1,4,1,2,0,1,1
138,28,32,4,4,1,4,2,16,0,1,0,1,3,4,1,4,0,1,1
139,16,24,4,4,1,4,0,1,0,1,0,1,1,1,4,4,0,1,1
140,33,36,4,4,1,4,0,3,0,1,0,1,1,1,1,4,0,1,1
141,24,32,4,4,1,4,0,1,0,1,0,1,3,4,1,4,0,1,1
142,45,49,4,4,1,4,0,4,0,1,0,1,1,1,1,4,0,1,1
143,33,49,4,4,1,4,0,4,0,0,0,1,3,4,1,4,0,1,1
144,16,32,1,3,4,4,0,2,0,1,0,1,3,4,4,4,0,1,1
145,33,36,4,4,1,4,0,3,0,1,0,1,1,1,1,4,0,1,1
146,37,49,4,4,1,4,0,4,1,1,0,1,2,4,1,4,0,1,1
147,40,44,4,4,1,4,0,4,0,1,0,1,1,1,1,4,0,1,1
148,28,32,4,4,1,4,0,1,0,1,0,1,1,1,1,4,0,1,1
149,43,49,4,4,1,4,5,6,0,1,0,1,1,1,1,4,0,1,1
150,37,49,4,4,1,4,0,4,1,1,0,1,2,4,1,4,0,1,1
151,16,32,1,2,3,3,3,4,0,1,0,1,1,4,1,3,0,1,1
152,39,49,1,3,4,4,0,4,0,1,0,1,1,2,1,4,0,1,1
153,16,28,4,4,1,4,2,2,0,1,0,1,1,2,4,4,0,1,1
154,41,49,1,3,1,3,0,5,0,1,0,1,1,2,1,3,0,1,1
155,33,49,1,3,1,3,6,16,0,1,0,1,1,4,1,3,1,1,1
156,33,36,4,4,1,4,0,4,1,1,0,1,2,4,1,4,0,1,1
157,16,32,1,3,4,4,3,16,0,1,0,1,3,4,1,3,0,1,1
158,33,49,1,3,4,4,5,16,0,1,0,1,1,2,1,3,0,1,1
159,16,22,1,2,1,3,0,2,0,1,0,1,1,4,1,2,0,1,1
160,16,32,1,2,1,2,3,4,0,1,0,1,1,4,1,3,0,1,1
161,28,32,4,4,1,4,0,1,0,1,0,1,1,1,1,4,0,1,1
162,41,49,1,3,1,3,0,5,0,1,0,1,1,2,1,3,0,1,1
163,33,49,1,3,1,3,0,5,0,1,0,1,3,4,3,3,0,1,1
164,33,36,4,4,1,4,0,4,1,1,0,1,2,4,1,4,0,1,1
165,33,38,1,3,4,4,0,4,0,1,0,1,1,2,1,4,0,1,1
166,33,49,1,3,4,4,5,16,0,1,0,1,1,2,4,4,0,1,1
167,25,27,4,4,1,4,0,1,0,1,0,1,1,1,1,4,0,1,1
168,16,24,4,4,1,4,0,1,0,1,0,1,2,2,1,4,0,1,1
169,16,32,1,3,4,4,0,2,0,1,0,1,1,2,4,4,0,1,1
170,45,49,4,4,1,4,0,4,0,1,0,1,1,1,1,4,0,1,1
171,33,49,1,3,1,3,8,16,0,1,0,1,1,4,1,3,0,0,1
172,16,32,1,3,4,4,0,2,0,1,0,1,1,2,4,4,0,1,1
173,16,32,3,3,1,3,0,2,0,1,0,1,1,4,4,4,0,1,1
174,16,32,3,3,1,3,0,2,0,1,0,1,1,4,1,2,0,1,1
175,16,32,1,3,4,4,0,2,0,1,0,1,3,4,4,4,0,1,1
176,28,32,4,4,1,4,0,1,0,1,0,1,1,1,1,4,0,1,1
177,16,32,1,3,4,4,3,16,0,1,0,1,1,2,4,4,0,1,1
178,39,49,1,3,4,4,0,4,0,1,0,1,1,2,1,4,0,1,1
179,43,49,1,3,1,3,6,16,0,1,0,1,1,4,4,4,0,1,1
180,33,36,4,4,1,4,0,3,0,1,0,1,1,1,1,4,0,1,1
181,16,26,1,3,4,4,0,2,0,1,0,1,1,2,1,3,0,1,1
182,33,49,1,3,1,3,8,16,0,1,0,1,1,4,1,3,0,0,1
183,33,49,1,3,1,3,0,5,0,1,0,1,3,4,3,3,0,1,1
184,33,49,1,3,4,4,5,16,0,1,0,1,1,2,1,3,0,1,1
185,33,49,1,3,1,3,0,5,0,1,0,1,3,4,4,4,0,1,1
186,16,24,1,3,4,4,0,2,0,1,0,1,3,4,1,3,0,1,1
187,33,49,1,3,1,3,0,5,0,1,0,1,3,4,1,2,0,1,1
188,16,32,3,3,1,3,0,2,0,1,0,1,1,4,1,2,0,1,1
189,16,32,3,3,1,3,3,4,0,1,0,1,1,4,1,3,0,1,1
190,16,32,1,2,1,2,3,4,0,1,0,1,1,4,1,3,0,1,1
191,16,32,1,3,4,4,3,16,0,1,0,1,3,4,1,3,0,1,1
192,33,49,1,3,1,3,6,16,0,1,0,1,1,4,1,3,1,1,1
193,16,32,3,3,1,3,0,2,0,1,0,1,1,4,3,3,0,1,1
194,16,24,1,3,4,4,0,2,0,1,0,1,3,4,1,3,0,1,1
195,33,49,1,3,1,3,6,16,0,1,0,1,1,4,1,3,1,1,1
196,16,32,1,2,1,2,3,4,0,1,0,1,1,4,1,3,0,1,1
197,33,49,1,3,4,4,5,16,0,1,0,1,1,2,4,4,0,1,1
198,16,32,1,3,1,2,5,16,0,1,0,1,1,4,1,3,0,1,1
199,25,32,1,3,4,4,0,2,0,1,0,1,3,4,1,3,0,1,1
200,33,49,1,3,4,4,5,16,0,1,0,1,1,2,1,3,0,1,1
201,16,24,1,3,4,4,0,2,0,1,0,1,3,4,1,3,0,1,1
202,33,38,1,3,4,4,0,4,0,1,0,1,1,2,1,4,0,1,1
203,16,32,1,2,1,3,0,2,0,1,0,1,1,4,3,3,0,1,1
204,39,49,1,3,4,4,0,4,0,1,0,1,1,2,1,4,0,1,1
205,16,22,1,2,1,3,0,2,0,1,0,1,1,4,1,2,0,1,1
206,25,32,1,3,4,4,0,2,0,1,0,1,3,4,1,3,0,1,1
207,27,32,1,3,4,4,0,2,0,1,0,1,1,2,1,3,0,1,1
208,28,32,4,4,1,4,0,1,0,1,0,1,1,1,1,4,0,1,1
209,33,49,1,3,1,3,0,5,0,1,0,1,3,4,1,2,0,1,1
210,33,49,1,3,1,3,0,5,0,1,0,1,3,4,4,4,0,1,1
211,33,49,1,3,1,3,0,5,0,1,0,1,3,4,3,3,0,1,1
212,16,32,1,3,4,4,3,16,0,1,0,1,3,4,1,3,0,1,1
213,33,49,1,3,1,3,0,5,0,1,0,1,3,4,1,2,0,1,1
214,33,49,1,3,1,3,8,16,0,1,0,1,1,4,1,3,0,0,1
215,27,32,1,3,4,4,0,2,0,1,0,1,1,2,1,3,0,1,1
216,33,49,1,3,1,3,0,5,0,1,0,1,3,4,3,3,0,1,1
217,33,49,1,3,1,3,6,16,0,1,0,1,1,4,1,3,1,1,1
218,16,32,3,3,1,3,3,4,0,1,0,1,1,4,1,3,0,1,1
219,16,32,3,3,1,3,0,2,0,1,0,1,1,4,3,3,0,1,1
220,16,32,1,2,1,3,0,2,0,1,0,1,1,4,3,3,0,1,1
221,25,32,1,3,4,4,0,2,0,1,0,1,3,4,1,3,0,1,1
222,33,40,1,3,1,3,0,5,0,1,0,1,1,2,1,3,0,1,1
223,16,32,1,2,1,3,0,2,0,1,0,1,1,4,4,4,0,1,1
224,45,49,4,4,1,4,0,4,0,1,0,1,1,1,1,4,0,1,1
225,16,32,4,4,1,4,4,16,0,1,0,1,1,2,1,4,0,1,1
226,33,49,1,3,1,3,0,5,0,1,0,1,1,2,4,4,0,1,1
227,41,49,1,3,1,3,0,5,0,1,0,1,1,2,1,3,0,1,1
228,33,49,1,3,4,4,5,16,0,1,0,1,3,4,1,4,0,1,1
229,25,32,1,3,4,4,0,2,0,1,0,1,3,4,1,3,0,1,1
230,33,49,1,3,1,3,0,5,0,1,0,1,3,4,4,4,0,1,1
231,16,26,1,3,4,4,0,2,0,1,0,1,1,2,1,3,0,1,1
232,16,24,1,3,4,4,0,2,0,1,0,1,3,4,1,3,0,1,1
233,16,32,1,2,1,3,0,2,0,1,0,1,1,4,4,4,0,1,1
234,33,49,1,3,1,3,0,5,0,1,0,1,3,4,1,2,0,1,1
235,16,32,1,2,1,3,0,2,0,1,0,1,1,4,4,4,0,1,1
236,33,49,1,3,1,3,0,5,0,1,0,1,3,4,1,2,0,1,1
237,24,32,4,4,1,4,0,1,0,1,0,1,3,4,1,4,0,1,1
238,33,49,1,3,1,3,6,7,0,1,0,1,3,4,1,3,0,0,1
239,16,32,3,3,1,3,0,2,0,1,0,1,1,4,3,3,0,1,1
240,16,26,1,3,4,4,0,2,0,1,0,1,1,2,1,3,0,1,1
241,33,40,1,3,1,3,0,5,0,1,0,1,1,2,1,3,0,1,1
242,33,49,1,3,4,4,0,4,0,1,0,1,3,4,1,4,0,1,1
243,16,28,4,4,1,4,2,2,0,1,0,1,1,2,1,3,0,1,1
244,16,32,1,3,4,4,3,16,0,1,0,1,1,2,4,4,0,1,1
245,33,36,4,4,1,4,0,3,0,1,0,1,1,1,1,4,0,1,1
246,33,36,4,4,1,4,0,3,0,1,0,1,1,1,1,4,0,1,1
247,16,28,4,4,1,4,2,2,0,1,0,1,1,2,4,4,0,1,1
248,25,27,4,4,1,4,0,1,0,1,0,1,1,1,1,4,0,1,1
249,33,49,1,3,1,3,6,16,0,1,0,1,1,4,1,3,1,1,1
250,33,36,4,4,1,4,0,3,0,1,0,1,1,1,1,4,0,1,1
251,33,49,4,4,1,4,5,5,0,1,0,1,2,4,1,4,0,1,1
252,16,32,3,3,1,3,0,2,0,1,0,1,1,4,1,2,0,1,1
253,25,27,4,4,1,4,0,1,0,1,0,1,1,1,1,4,0,1,1
254,33,49,1,3,1,3,0,5,0,1,0,1,3,4,3,3,0,1,1
255,33,36,4,4,1,4,0,4,1,1,0,1,2,4,1,4,0,1,1
256,33,38,1,3,4,4,0,4,0,1,0,1,1,2,1,4,0,1,1
257,43,49,1,3,1,3,6,16,0,1,0,1,1,4,4,4,0,1,1
258,33,49,1,3,1,3,0,5,0,1,0,1,3,4,1,2,0,1,1
259,33,49,1,3,1,3,0,5,0,1,0,1,3,4,4,4,0,1,1
260,33,49,1,3,1,3,6,7,0,1,0,1,3,4,1,3,0,0,1
261,33,49,1,3,1,3,0,5,0,1,0,1,3,4,1,2,0,1,1
262,16,32,1,3,1,3,3,16,0,1,0,1,1,4,4,4,0,1,1
263,16,32,3,3,1,3,0,2,0,1,0,1,1,4,1,2,0,1,1
264,16,32,1,3,4,4,3,16,0,1,0,1,3,4,1,3,0,1,1
265,16,24,4,4,1,4,0,1,0,1,0,1,1,1,1,3,0,1,1
266,33,49,1,3,4,4,5,16,0,1,0,1,1,2,4,4,0,1,1
267,33,49,1,3,4,4,5,16,0,1,0,1,3,4,1,4,0,1,1
268,33,49,1,3,1,3,6,7,0,1,0,1,3,4,1,3,0,0,1
269,33,49,1,3,1,3,6,7,0,1,0,1,3,4,1,3,0,0,1
270,29,32,4,4,1,4,2,2,0,1,0,1,1,2,1,4,0,1,1
271,16,32,1,3,4,4,0,2,0,1,0,1,3,4,4,4,0,1,1
272,16,26,1,3,4,4,0,2,0,1,0,1,1,2,1,3,0,1,1
273,33,49,1,3,4,4,5,16,0,1,0,1,1,2,1,3,0,1,1
274,16,26,1,3,4,4,0,2,0,1,0,1,1,2,1,3,0,1,1
275,33,38,1,3,4,4,0,4,0,1,0,1,1,2,1,4,0,1,1
276,33,49,1,3,1,3,0,5,0,1,0,1,1,2,4,4,0,1,1
277,33,49,1,3,1,3,0,5,0,1,0,1,1,2,4,4,0,1,1
278,33,49,1,3,4,4,5,16,0,1,0,1,3,4,1,4,0,1,1
279,37,49,4,4,1,4,0,4,1,1,0,1,2,4,1,4,0,1,1
280,33,49,1,3,1,3,6,7,0,1,0,1,3,4,1,3,0,0,1
281,16,24,1,3,4,4,0,2,0,1,0,1,3,4,1,3,0,1,1
282,16,24,4,4,1,4,0,1,0,1,0,1,1,1,4,4,0,1,1
283,33,49,1,3,1,3,0,5,0,1,0,1,3,4,4,4,0,1,1
284,16,32,1,3,4,4,0,2,0,1,0,1,3,4,4,4,0,1,1
285,33,49,4,4,1,4,5,5,0,1,0,1,2,4,1,4,0,1,1
286,16,24,4,4,1,4,0,1,0,1,0,1,1,1,4,4,0,1,1
287,16,32,1,3,4,4,3,16,0,1,0,1,3,4,1,3,0,1,1
288,16,22,1,2,1,3,0,2,0,1,0,1,1,4,1,2,0,1,1
289,33,40,1,3,1,3,0,5,0,1,0,1,1,2,1,3,0,1,1
290,16,24,4,4,1,4,0,1,0,1,0,1,2,2,1,4,0,1,1
291,33,39,4,4,1,4,4,4,0,1,0,1,1,1,1,4,0,1,1
292,33,49,1,3,1,3,0,5,0,1,0,1,1,2,4,4,0,1,1
293,37,49,4,4,1,4,0,4,1,1,0,1,2,4,1,4,0,1,1
294,28,32,4,4,1,4,0,1,0,1,0,1,1,1,1,4,0,1,1
295,33,49,1,3,4,4,5,16,0,1,0,1,1,2,4,4,0,1,1
296,33,49,1,3,4,4,5,16,0,1,0,1,1,2,4,4,0,1,1
297,45,49,4,4,1,4,0,4,0,1,0,1,1,1,1,4,0,1,1
298,16,30,4,4,1,4,3,3,0,1,0,1,1,2,1,4,0,1,1
299,25,27,4,4,1,4,0,1,0,1,0,1,1,1,1,4,0,1,1
300,16,32,1,3,1,3,3,16,0,1,0,1,1,4,4,4,0,1,1
301,25,32,4,4,1,4,0,1,0,1,0,1,2,2,1,4,0,1,1
302,16,32,3,3,1,3,0,2,0,1,0,1,1,4,4,4,0,1,1
303,16,32,1,3,4,4,0,2,0,1,0,1,3,4,4,4,0,1,1
304,16,24,4,4,1,4,0,1,0,1,0,1,2,2,1,4,0,1,1
305,16,27,4,4,1,4,2,16,0,1,0,1,3,4,1,4,0,1,1
306,33,49,1,3,1,3,0,5,0,1,0,1,1,2,4,4,0,1,1
307,33,49,1,3,4,4,5,16,0,1,0,1,1,2,4,4,0,1,1
308,16,32,3,3,1,3,0,2,0,1,0,1,1,4,1,2,0,1,1
309,16,26,1,3,4,4,0,2,0,1,0,1,1,2,1,3,0,1,1
310,39,49,1,3,4,4,0,4,0,1,0,1,1,2,1,4,0,1,1
311,33,49,1,3,1,3,0,5,0,1,0,1,1,2,4,4,0,1,1
312,25,32,1,3,4,4,0,2,0,1,0,1,3,4,1,3,0,1,1
313,37,49,4,4,1,4,0,4,1,1,0,1,2,4,1,4,0,1,1
314,33,49,1,3,1,3,0,5,0,1,0,1,3,4,3,3,0,1,1
315,33,49,1,3,1,3,0,5,0,1,0,1,1,2,4,4,0,1,1
316,27,32,1,3,4,4,0,2,0,1,0,1,1,2,1,3,0,1,1
317,16,32,1,3,1,3,3,16,0,1,0,1,1,4,4,4,0,1,1
318,16,24,1,3,4,4,0,2,0,1,0,1,3,4,1,3,0,1,1
319,16,32,1,3,1,3,3,16,0,1,0,1,1,4,4,4,0,1,1
320,33,49,4,4,1,4,0,4,0,0,0,1,3,4,1,4,0,1,1
321,33,49,1,3,1,3,0,5,0,1,0,1,3,4,4,4,0,1,1
322,39,49,1,3,4,4,0,4,0,1,0,1,1,2,1,4,0,1,1
323,16,32,1,2,1,3,0,2,0,1,0,1,1,4,4,4,0,1,1
324,28,32,4,4,1,4,0,1,0,1,0,1,1,1,1,4,0,1,1
325,25,32,4,4,1,4,0,1,0,1,0,1,2,2,1,4,0,1,1
326,33,49,1,3,1,3,0,5,0,1,0,1,3,4,3,3,0,1,1
327,33,49,4,4,1,4,0,4,0,0,0,1,3,4,1,4,0,1,1
328,37,49,4,4,1,4,0,4,1,1,0,1,2,4,1,4,0,1,1
329,33,49,1,3,4,4,0,4,0,1,0,1,3,4,1,4,0,1,1
330,16,32,1,3,4,4,0,2,0,1,0,1,1,2,4,4,0,1,1
331,33,49,1,3,1,3,0,5,0,1,0,1,3,4,4,4,0,1,1
332,16,32,1,2,1,3,0,2,0,1,0,1,1,4,4,4,0,1,1
333,45,49,4,4,1,4,0,4,0,1,0,1,1,1,1,4,0,1,1
334,24,32,4,4,1,4,0,1,0,1,0,1,3,4,1,4,0,1,1
335,16,32,1,3,1,2,5,16,0,1,0,1,1,4,1,3,0,1,1
336,33,49,4,4,1,4,0,4,0,0,0,1,3,4,1,4,0,1,1
337,16,30,4,4,1,4,3,3,0,1,0,1,1,2,1,4,0,1,1
338,25,32,4,4,1,4,0,1,0,1,0,1,2,2,1,4,0,1,1
339,16,32,1,3,4,4,3,16,0,1,0,1,1,2,1,3,0,1,1
340,16,32,1,2,3,3,3,4,0,1,0,1,1,4,1,3,0,1,1
341,33,49,1,3,1,3,8,16,0,1,0,1,1,4,1,3,0,0,1
342,16,24,4,4,1,4,0,1,0,1,0,1,2,2,1,4,0,1,1
