,age_min,age_max,wife_ed_min,wife_ed_max,husb_ed_min,husb_ed_max,no_kids_min,no_kids_max,wife_rel_min,wife_rel_max,wife_works_min,wife_works_max,husb_occupation_min,husb_occupation_max,SOL_index_min,SOL_index_max,media_exp_min,media_exp_max,class
85,33,33,4,4,1,4,0,2,1,1,0,1,1,1,1,4,0,1,1
86,25,25,4,4,1,4,0,1,0,1,0,1,1,1,1,4,0,1,1
87,35,35,4,4,1,4,3,3,0,1,0,1,1,1,1,4,0,1,1
88,26,27,1,3,4,4,3,4,0,1,0,1,1,2,4,4,0,1,1
89,16,26,1,2,1,2,3,4,0,1,0,1,1,3,1,1,0,0,1
90,23,25,1,2,1,3,0,2,0,1,0,1,1,3,1,1,0,0,1
91,42,46,1,3,4,4,5,6,0,1,0,1,1,2,4,4,0,1,1
92,16,26,1,2,1,2,3,4,0,1,0,1,1,3,1,1,0,0,1
93,33,49,1,2,1,2,0,5,0,1,0,0,3,4,1,3,0,0,1
94,44,49,1,1,1,3,0,5,0,1,0,1,1,2,3,3,0,0,1
95,33,45,1,3,1,3,8,16,0,1,0,1,1,2,1,3,1,1,1
96,38,43,1,2,1,3,0,5,0,1,0,1,1,2,1,3,0,0,1
97,16,28,4,4,1,4,4,16,0,1,0,1,1,2,1,3,0,1,1
98,16,26,1,2,1,2,3,4,0,1,0,1,1,3,1,1,0,0,1
99,16,32,1,2,3,3,5,6,0,1,0,1,1,3,1,3,0,0,1
100,16,32,1,1,1,3,4,16,0,1,0,1,1,3,1,3,1,1,1
101,16,22,1,2,3,3,0,2,0,1,0,1,1,3,2,2,0,0,1
102,26,27,1,3,4,4,3,3,0,1,0,1,1,4,1,2,0,1,1
103,16,28,4,4,1,4,4,16,0,1,0,1,1,2,1,3,0,1,1
104,22,23,1,3,4,4,2,2,0,1,0,1,1,3,1,3,0,0,1
105,33,40,3,3,1,3,0,5,0,1,0,1,3,4,1,3,0,0,1
106,16,23,4,4,1,4,0,2,0,1,0,1,1,1,1,3,0,1,1
107,40,44,1,3,4,4,0,4,0,1,0,1,1,1,1,3,0,1,1
108,26,32,1,2,1,3,0,2,0,1,0,1,3,3,1,1,0,0,1
109,16,26,1,2,3,3,3,4,0,1,0,1,1,3,1,2,0,0,1
110,43,49,4,4,1,4,0,4,0,1,0,1,3,4,1,4,0,1,1
111,16,32,1,3,1,3,7,16,0,1,0,1,1,3,1,3,0,0,1
112,16,21,4,4,1,4,0,2,0,1,0,1,1,1,4,4,0,1,1
113,29,32,1,2,1,2,3,4,0,1,0,1,1,3,3,3,0,0,1
114,21,21,1,3,4,4,0,2,0,1,0,1,1,2,1,3,0,0,1
115,37,37,4,4,1,4,0,2,0,1,0,1,1,1,1,4,0,1,1
116,33,36,4,4,1,4,3,4,0,0,0,1,3,4,1,4,0,1,1
117,40,44,1,3,4,4,0,4,0,1,0,1,1,1,1,3,0,1,1
118,39,49,4,4,1,4,5,5,0,1,0,1,2,2,1,4,0,1,1
119,26,27,1,2,1,3,0,2,0,1,0,1,1,3,3,3,0,0,1
120,33,44,1,2,1,2,0,5,0,1,0,1,1,2,4,4,0,1,1
121,34,37,1,2,1,3,0,5,0,1,0,1,1,2,1,3,0,0,1
122,25,27,1,3,4,4,2,2,0,1,0,1,3,3,1,3,0,0,1
123,16,22,1,2,3,3,0,2,0,1,0,1,1,3,2,2,0,0,1
124,33,49,1,2,1,2,0,5,0,1,0,0,3,4,1,3,0,0,1
125,16,32,1,3,4,4,0,2,0,1,0,1,1,3,1,3,1,1,1
126,44,45,4,4,1,4,0,3,0,1,0,1,1,1,1,4,0,1,1
127,33,49,2,3,1,3,0,5,0,1,0,1,3,4,1,3,1,1,1
128,33,49,1,1,3,3,0,5,0,1,0,1,1,2,1,3,1,1,1
129,25,27,3,3,4,4,0,2,0,1,0,1,1,1,1,3,0,0,1
130,44,49,1,3,4,4,0,4,0,1,0,1,3,4,1,3,0,0,1
131,30,32,4,4,1,4,0,1,0,1,0,0,1,1,1,4,0,1,1
132,33,49,1,2,1,2,8,8,0,1,0,1,3,4,1,3,0,0,1
133,16,32,1,3,4,4,0,2,0,1,0,1,1,3,1,3,1,1,1
134,26,28,4,4,1,4,0,1,0,1,1,1,1,1,1,3,0,1,1
135,16,32,3,3,1,3,3,4,0,1,0,1,1,2,4,4,0,1,1
136,24,24,4,4,1,4,0,2,0,1,0,1,3,4,1,3,0,1,1
137,16,21,3,3,1,3,0,2,0,1,0,1,1,2,1,2,0,0,1
138,26,32,4,4,1,4,0,2,0,1,0,1,3,4,1,3,0,1,1
139,16,21,4,4,1,4,0,2,0,1,0,1,1,1,4,4,0,1,1
140,33,33,4,4,1,4,0,2,1,1,0,1,1,1,1,4,0,1,1
141,26,32,4,4,1,4,0,2,0,1,0,1,3,4,1,3,0,1,1
142,46,47,4,4,1,4,0,4,0,1,0,1,1,1,1,4,0,1,1
143,33,36,4,4,1,4,0,2,0,0,1,1,3,4,1,4,0,1,1
144,29,32,1,3,4,4,0,2,0,1,1,1,3,3,4,4,0,1,1
145,33,33,4,4,1,4,3,3,0,1,0,1,1,1,1,4,0,1,1
146,43,49,4,4,1,4,0,4,1,1,0,1,2,2,1,4,0,1,1
147,40,42,4,4,1,4,0,3,0,1,1,1,1,1,1,4,0,1,1
148,30,32,4,4,1,4,0,1,0,1,0,0,1,1,1,4,0,1,1
149,43,43,4,4,1,4,5,5,0,1,0,1,1,1,1,4,0,1,1
150,43,49,4,4,1,4,0,4,1,1,0,1,2,2,1,4,0,1,1
151,16,26,1,2,3,3,3,4,0,1,0,1,1,3,1,2,0,0,1
152,44,49,1,3,4,4,0,4,0,1,0,1,1,2,4,4,0,1,1
153,23,23,4,4,1,4,0,2,0,1,0,1,2,2,4,4,0,1,1
154,44,49,1,1,1,3,0,5,0,1,0,1,1,2,1,2,0,0,1
155,33,49,1,1,1,3,6,7,0,1,0,1,1,2,1,3,1,1,1
156,33,35,4,4,1,4,0,3,1,1,0,1,2,2,1,4,0,1,1
157,32,32,1,3,4,4,3,4,0,1,0,1,1,4,1,3,0,1,1
158,33,49,1,3,4,4,5,16,0,1,0,1,1,2,1,3,1,1,1
159,22,22,1,2,1,2,0,2,0,1,0,1,1,3,1,2,0,0,1
160,16,23,1,3,1,3,3,3,0,1,0,1,1,3,1,3,1,1,1
161,30,32,4,4,1,4,0,1,0,1,0,0,1,1,1,4,0,1,1
162,44,49,1,1,1,3,0,5,0,1,0,1,1,2,3,3,0,0,1
163,33,40,3,3,1,3,0,5,0,1,0,1,3,4,1,3,0,0,1
164,33,37,4,4,1,4,4,4,1,1,0,1,2,2,1,4,0,1,1
165,33,37,1,3,4,4,0,2,0,1,0,1,1,2,4,4,0,1,1
166,47,49,1,3,4,4,5,6,0,1,0,1,1,2,4,4,0,1,1
167,26,28,4,4,1,4,0,1,0,1,1,1,1,1,4,4,0,1,1
168,22,22,4,4,1,4,0,2,0,1,0,1,2,2,4,4,0,1,1
169,16,22,1,3,4,4,0,2,0,1,0,1,1,2,4,4,0,1,1
170,46,47,4,4,1,4,0,4,0,1,0,1,1,1,1,4,0,1,1
171,33,49,1,2,1,2,8,8,0,1,0,1,3,4,1,3,0,0,1
172,16,22,1,3,4,4,0,2,0,1,0,1,1,2,4,4,0,1,1
173,16,22,3,3,1,3,0,2,0,1,0,1,3,3,3,4,0,0,1
174,24,25,3,3,1,3,0,2,0,1,0,1,1,3,1,2,0,0,1
175,29,32,1,3,4,4,0,2,0,1,0,0,3,3,4,4,0,1,1
176,26,28,4,4,1,4,0,1,0,1,1,1,1,1,1,3,0,1,1
177,30,32,1,3,4,4,3,4,0,1,0,1,1,2,4,4,0,1,1
178,44,49,1,3,4,4,0,4,0,1,0,1,1,2,4,4,0,1,1
179,33,49,1,3,1,3,9,16,0,1,0,1,1,2,4,4,0,1,1
180,34,34,4,4,1,4,0,2,0,1,0,1,1,1,1,4,0,1,1
181,25,25,1,3,4,4,0,2,0,1,0,1,2,2,1,2,0,0,1
182,33,49,1,2,3,3,9,16,0,1,0,1,1,4,1,3,0,0,1
183,33,49,1,2,1,2,0,5,0,1,0,0,3,4,1,3,0,0,1
184,33,36,1,3,4,4,5,6,0,1,0,1,1,2,1,3,0,0,1
185,33,49,1,2,3,3,0,5,0,1,0,1,3,4,4,4,0,1,1
186,20,20,1,3,4,4,0,1,0,1,0,1,1,3,1,3,0,0,1
187,33,49,2,3,1,3,0,5,0,1,0,1,3,4,1,3,1,1,1
188,16,21,3,3,1,3,0,2,0,1,0,1,3,3,1,2,0,0,1
189,16,27,3,3,1,3,3,4,0,1,0,1,3,3,1,2,0,0,1
190,16,32,1,3,1,3,3,16,0,1,0,1,4,4,1,4,0,1,1
191,31,31,1,3,4,4,3,4,0,1,0,1,1,4,1,3,0,1,1
192,33,49,1,3,1,3,8,16,0,1,0,1,3,4,1,2,1,1,1
193,23,25,1,3,3,3,0,2,0,1,0,1,1,3,3,3,0,0,1
194,16,19,1,3,4,4,0,1,0,1,0,1,1,3,1,3,0,0,1
195,33,49,1,1,1,3,6,7,0,1,0,1,3,4,1,3,1,1,1
196,16,26,1,2,1,2,3,4,0,1,0,1,1,3,1,1,0,0,1
197,33,41,1,3,4,4,5,6,0,1,0,1,2,2,4,4,0,1,1
198,16,32,1,2,1,2,5,6,0,1,1,1,1,2,1,3,0,0,1
199,28,32,1,2,4,4,0,2,0,1,0,1,3,3,1,3,0,0,1
200,33,49,1,3,4,4,5,16,0,1,0,1,1,2,1,3,1,1,1
201,22,23,1,3,4,4,0,1,0,1,0,1,1,3,1,3,0,0,1
202,33,37,1,3,4,4,0,2,0,1,0,1,1,2,4,4,0,1,1
203,26,27,1,2,1,3,0,2,0,1,0,1,1,3,3,3,0,0,1
204,40,44,1,3,4,4,0,4,0,1,0,1,1,1,1,3,0,1,1
205,16,22,1,2,3,3,0,2,0,1,0,1,1,3,1,1,0,0,1
206,25,27,1,3,4,4,0,1,0,1,0,1,3,3,1,3,0,0,1
207,25,32,1,3,4,4,0,2,0,1,0,1,2,2,3,3,0,0,1
208,32,32,4,4,1,4,0,2,0,1,1,1,1,1,1,4,0,1,1
209,33,37,1,2,3,3,0,5,0,1,0,1,3,4,1,2,0,0,1
210,33,49,3,3,1,3,0,5,0,0,0,1,3,4,4,4,0,1,1
211,33,49,1,2,1,2,0,5,0,1,0,0,3,4,1,3,0,0,1
212,26,27,1,3,4,4,3,3,0,1,0,1,1,4,1,2,0,1,1
213,38,49,1,2,3,3,0,5,0,1,0,1,3,4,1,2,0,0,1
214,37,49,1,2,3,3,6,8,0,1,0,1,1,4,1,2,0,0,1
215,26,32,1,3,4,4,0,2,0,1,0,1,2,2,1,2,0,0,1
216,41,49,3,3,1,3,0,5,0,1,0,1,3,4,1,3,0,0,1
217,33,45,1,3,1,3,8,16,0,1,0,1,1,2,1,3,1,1,1
218,16,32,2,3,1,3,4,16,0,1,0,1,1,3,1,3,1,1,1
219,26,32,3,3,1,3,2,2,0,1,0,0,1,3,3,4,0,0,1
220,22,22,1,2,1,3,0,2,0,1,0,1,1,3,3,4,0,0,1
221,25,27,1,3,4,4,0,1,0,1,0,1,3,3,1,3,0,0,1
222,33,49,1,1,1,2,0,5,0,1,0,1,1,2,1,3,1,1,1
223,22,22,1,2,1,3,0,2,0,1,0,1,1,3,3,4,0,0,1
224,46,47,4,4,1,4,0,4,0,1,0,1,1,1,1,4,0,1,1
225,29,32,4,4,1,4,4,16,0,1,0,1,1,2,1,3,0,1,1
226,33,41,3,3,1,3,0,5,0,1,0,1,1,2,4,4,0,1,1
227,33,49,1,1,3,3,0,5,0,1,0,1,1,2,1,3,1,1,1
228,43,49,1,3,4,4,8,16,0,1,0,1,3,4,1,3,0,1,1
229,28,32,3,3,4,4,0,2,0,1,0,1,3,3,1,3,0,0,1
230,33,49,1,2,3,3,0,5,0,1,0,1,3,4,4,4,0,1,1
231,25,27,1,2,4,4,0,2,0,1,0,1,1,1,1,3,0,0,1
232,21,21,1,3,4,4,0,2,0,1,0,1,3,3,1,3,0,0,1
233,16,20,1,2,1,3,0,2,0,1,0,1,1,3,3,4,0,0,1
234,33,49,1,1,1,2,0,5,0,1,0,1,3,4,1,3,1,1,1
235,26,32,1,2,1,3,0,2,0,1,0,1,1,3,4,4,0,0,1
236,33,37,1,2,3,3,0,5,0,1,0,1,3,4,1,2,0,0,1
237,24,24,4,4,1,4,0,2,0,1,0,1,3,4,1,3,0,1,1
238,38,42,3,3,1,3,6,8,0,1,0,1,1,4,1,3,0,0,1
239,16,22,3,3,1,3,0,1,0,1,0,1,1,2,3,4,0,0,1
240,16,19,1,3,4,4,0,1,0,1,0,1,1,3,1,3,0,0,1
241,37,49,3,3,1,3,0,5,0,1,0,1,1,2,1,3,0,0,1
242,40,43,1,3,4,4,0,4,1,1,0,1,3,4,1,4,0,0,1
243,16,23,4,4,1,4,0,2,0,1,0,1,1,1,1,3,0,1,1
244,30,32,1,3,4,4,3,4,0,1,0,1,1,2,4,4,0,1,1
245,34,34,4,4,1,4,0,2,0,1,0,1,1,1,1,4,0,1,1
246,34,34,4,4,1,4,0,2,0,1,0,1,1,1,1,4,0,1,1
247,22,23,4,4,1,4,0,2,0,1,0,1,1,1,4,4,0,1,1
248,26,28,4,4,1,4,0,1,0,1,1,1,1,1,1,3,0,1,1
249,46,49,1,3,1,3,8,16,0,1,0,1,1,2,1,3,1,1,1
250,34,34,4,4,1,4,3,3,0,1,0,1,1,1,1,4,0,1,1
251,33,49,4,4,1,4,5,6,0,1,0,1,3,4,1,3,0,1,1
252,24,25,3,3,1,3,0,2,0,1,0,1,1,3,1,2,0,0,1
253,26,27,4,4,1,4,0,1,0,1,0,0,1,1,1,4,0,1,1
254,33,49,1,1,3,3,0,5,0,1,0,1,3,4,1,3,1,1,1
255,35,36,4,4,1,4,0,4,1,1,0,1,3,4,1,4,0,1,1
256,38,43,1,3,4,4,0,4,0,0,0,1,1,2,4,4,0,1,1
257,40,49,1,2,1,2,6,7,0,1,0,1,1,4,4,4,0,1,1
258,33,49,1,2,1,2,0,5,0,1,0,0,3,4,1,3,0,0,1
259,33,49,3,3,1,3,0,5,0,0,0,1,3,4,4,4,0,1,1
260,33,49,1,2,1,2,6,7,0,1,0,1,3,4,1,3,0,0,1
261,38,49,1,2,3,3,0,5,0,1,0,1,3,4,1,2,0,0,1
262,16,32,3,3,1,3,3,4,0,1,0,1,1,2,4,4,0,1,1
263,22,23,3,3,1,3,0,2,0,1,0,1,1,2,1,2,0,0,1
264,16,32,1,3,4,4,5,16,0,1,0,1,3,4,1,3,0,1,1
265,16,23,4,4,1,4,0,2,0,1,0,1,1,1,1,3,0,1,1
266,42,46,1,3,4,4,5,6,0,1,0,1,1,2,4,4,0,1,1
267,33,42,1,3,4,4,8,16,0,1,0,1,3,4,1,3,0,1,1
268,38,42,3,3,1,3,6,8,0,1,0,1,1,4,1,3,0,0,1
269,33,49,1,2,1,2,6,7,0,1,0,1,3,4,1,3,0,0,1
270,29,30,4,4,1,4,0,2,0,1,1,1,1,1,1,4,0,1,1
271,24,28,1,3,4,4,0,2,0,1,0,1,3,3,4,4,0,1,1
272,25,25,1,3,4,4,0,2,0,1,0,1,2,2,1,2,0,0,1
273,41,49,1,3,4,4,5,6,0,1,0,1,1,2,1,3,0,0,1
274,22,23,1,3,4,4,2,2,0,1,0,1,1,3,1,3,0,0,1
275,33,37,1,3,4,4,0,2,0,1,0,1,1,2,1,3,0,1,1
276,45,49,1,2,1,2,0,5,0,1,0,1,1,2,4,4,0,1,1
277,33,42,1,2,3,3,0,5,0,1,0,1,1,2,4,4,0,1,1
278,33,49,1,3,4,4,5,6,0,1,0,1,3,4,4,4,0,1,1
279,43,49,4,4,1,4,0,4,1,1,0,1,2,2,1,4,0,1,1
280,33,49,1,2,3,3,6,8,0,1,0,0,1,4,3,3,0,0,1
281,21,21,1,3,4,4,0,2,0,1,0,1,3,3,1,3,0,0,1
282,22,23,4,4,1,4,0,2,0,1,0,1,1,1,4,4,0,1,1
283,33,49,3,3,1,3,0,5,1,1,0,1,3,4,4,4,0,1,1
284,16,32,1,3,4,4,0,2,0,1,0,1,4,4,3,4,0,1,1
285,39,49,4,4,1,4,5,5,0,1,0,1,2,2,1,4,0,1,1
286,22,23,4,4,1,4,0,2,0,1,0,1,1,1,4,4,0,1,1
287,16,24,1,3,4,4,3,4,0,1,0,1,1,4,3,3,0,1,1
288,22,22,1,2,1,2,0,2,0,1,0,1,1,3,1,2,0,0,1
289,33,49,1,1,3,3,0,5,0,1,0,1,1,2,1,3,1,1,1
290,23,25,4,4,1,4,0,2,0,1,0,1,2,2,1,3,0,1,1
291,33,36,4,4,1,4,4,4,0,1,0,1,1,1,1,4,0,1,1
292,45,49,1,2,1,2,0,5,0,1,0,1,1,2,4,4,0,1,1
293,40,42,4,4,1,4,3,4,0,1,0,1,3,4,1,4,0,1,1
294,29,30,4,4,1,4,0,2,0,1,1,1,1,1,1,4,0,1,1
295,47,49,1,3,4,4,5,6,0,1,0,1,1,2,4,4,0,1,1
296,33,49,3,3,4,4,7,16,0,1,0,1,1,2,4,4,0,1,1
297,46,47,4,4,1,4,0,4,0,1,0,1,1,1,1,4,0,1,1
298,16,28,4,4,1,4,3,3,0,1,0,1,1,2,1,4,0,1,1
299,26,28,4,4,1,4,0,1,0,1,1,1,1,1,4,4,0,1,1
300,16,32,1,3,1,3,6,16,0,1,0,1,1,3,4,4,0,1,1
301,28,29,4,4,1,4,0,2,0,1,0,0,2,2,1,4,0,1,1
302,23,25,1,3,1,3,0,2,0,1,0,1,3,3,4,4,0,0,1
303,24,28,1,3,4,4,0,2,0,1,0,1,3,3,4,4,0,1,1
304,23,23,4,4,1,4,0,2,0,1,0,1,2,2,4,4,0,1,1
305,23,23,4,4,1,4,0,2,0,1,0,1,3,4,1,3,0,1,1
306,33,44,1,2,1,2,0,5,0,1,0,1,1,2,4,4,0,1,1
307,33,41,1,3,4,4,5,6,0,1,0,1,1,1,4,4,0,1,1
308,16,21,3,3,1,3,0,2,0,1,0,1,1,2,1,2,0,0,1
309,22,23,1,3,4,4,2,2,0,1,0,1,1,3,1,3,0,0,1
310,40,49,1,3,4,4,0,4,0,1,0,1,2,2,1,3,0,1,1
311,33,41,3,3,1,3,0,5,0,1,0,1,1,2,4,4,0,1,1
312,16,32,1,3,4,4,0,2,0,1,0,1,1,3,1,3,1,1,1
313,40,42,4,4,1,4,0,2,0,1,0,1,3,4,1,4,0,1,1
314,33,49,1,2,1,2,0,5,0,1,0,0,3,4,1,3,0,0,1
315,33,42,1,2,3,3,0,5,0,1,0,1,1,2,4,4,0,1,1
316,25,32,1,3,4,4,0,2,0,1,0,1,2,2,3,3,0,0,1
317,16,32,3,3,1,3,5,5,0,1,0,1,1,3,4,4,0,1,1
318,16,19,1,3,4,4,0,1,0,1,0,1,1,3,1,3,0,0,1
319,28,32,1,2,1,3,3,4,0,1,0,1,1,3,4,4,0,1,1
320,40,42,4,4,1,4,3,4,0,1,0,1,3,4,1,4,0,1,1
321,37,49,1,2,1,2,0,5,0,1,0,1,3,4,4,4,0,1,1
322,44,49,1,3,4,4,0,4,0,1,0,1,1,2,4,4,0,1,1
323,16,32,1,3,1,3,0,2,0,1,0,1,1,3,3,4,1,1,1
324,26,28,4,4,1,4,0,1,0,1,1,1,1,1,1,3,0,1,1
325,23,25,4,4,1,4,0,2,0,1,0,1,2,2,1,3,0,1,1
326,33,49,1,1,3,3,0,5,0,1,0,1,3,4,1,3,1,1,1
327,33,36,4,4,1,4,0,2,0,0,1,1,3,4,1,4,0,1,1
328,43,49,4,4,1,4,0,4,0,1,0,1,3,4,1,4,0,1,1
329,37,39,1,3,4,4,0,4,0,1,0,1,3,4,4,4,0,0,1
330,25,32,1,3,4,4,0,2,0,1,0,1,2,2,4,4,0,1,1
331,33,36,1,2,1,2,0,5,0,1,0,1,3,4,4,4,0,1,1
332,21,21,1,2,1,3,0,2,0,1,0,1,1,3,3,4,0,0,1
333,46,47,4,4,1,4,0,4,0,1,0,1,1,1,1,4,0,1,1
334,26,27,4,4,1,4,0,2,0,1,0,1,3,4,4,4,0,1,1
335,16,32,2,3,1,3,4,16,0,1,0,1,1,3,1,3,1,1,1
336,33,36,4,4,1,4,0,2,0,0,0,0,3,4,1,4,0,1,1
337,29,30,4,4,1,4,3,3,0,1,0,0,1,2,1,4,0,1,1
338,24,25,4,4,1,4,0,1,0,1,0,1,2,2,4,4,0,1,1
339,28,30,1,3,4,4,3,4,0,1,0,1,2,2,1,3,0,1,1
340,27,32,1,2,1,3,3,4,0,1,0,1,1,3,1,2,0,0,1
341,38,42,3,3,1,3,6,8,0,1,0,1,1,4,1,3,0,0,1
342,23,23,4,4,1,4,0,2,0,1,0,1,2,2,4,4,0,1,1
