15,[0.0:37.0],(3.0:6.0],(175856.0:241306.0],[0.0:9.0],(0.0:6.0],[0.0:4.0],[0:4],[0:1],[0:100000),[0:4357),[0.0:40.0],[0:39],0
16,(25.0:37.0],[0.0:3.0],(185582.0:248990.0],[0.0:8.0],(3.0:6.0],[0.0:2.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],[0.0:40.0],[0.0:0.0],0
17,(37.0:47.0],[0.0:3.0],[0.0:174524.0],[0.0:8.0],[0.0:0.0],(7.0:9.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],(40.0:50.0],[0:39],0
18,(37.0:100.0),(3.0:6.0],(163352.0:1500000.0),(9.0:15.0],(0.0:3.0],[0.0:8.0],[0:4],(0.0:1.0],[0:100000),[0:4357),[0:100],[0:39],1
19,(37.0:45.0],[0.0:3.0],(174524.0:227065.0],(12.0:15.0],[0.0:0.0],(7.0:8.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],(40.0:100.0],[0.0:0.0],1
20,(46.0:100.0),[0.0:3.0],(242552.0:308334.0],[0.0:9.0],(3.0:6.0],(6.0:13.0],(0.0:4.0],[0:1],[0:100000),[0:4357),[0:100],[0:39],0
21,(27.0:37.0],[0.0:3.0],[0.0:185582.0],[0.0:8.0],[0:6],(3.0:6.0],(0.0:1.0],[0.0:0.0],[0:100000),[0:4357),[0.0:40.0],[0:39],0
22,(37.0:45.0],[0.0:3.0],[0.0:174524.0],[0.0:9.0],[0.0:0.0],[0.0:5.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],(1887.0:4357.0),[0:100],[0:39],0
23,(57.0:61.0],[0.0:3.0],[0.0:174524.0],[0.0:8.0],(0.0:3.0],(6.0:13.0],[0.0:0.0],[0:1],[0.0:0.0],[0.0:0.0],[0.0:40.0],[0:39],0
24,(52.0:100.0),[0.0:3.0],(174524.0:230951.0],(9.0:15.0],[0.0:0.0],(8.0:13.0],[0.0:0.0],[0:1],[0.0:0.0],[0.0:0.0],[0.0:40.0],[0:39],1
25,[0.0:19.0],[0.0:3.0],[0.0:185582.0],(7.0:8.0],(4.0:6.0],(3.0:6.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],[0.0:40.0],[0.0:0.0],0
26,(37.0:100.0),[0.0:3.0],(235556.0:1500000.0),[0.0:9.0],(0.0:3.0],(6.0:13.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],(40.0:100.0],[0:39],0
27,(43.0:49.0],[0.0:3.0],(174524.0:193366.0],[0.0:8.0],[0.0:0.0],(3.0:5.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],[0.0:40.0],[0.0:0.0],0
28,[0.0:37.0],[0.0:3.0],(185582.0:225504.0],(9.0:15.0],(3.0:6.0],(8.0:13.0],[0.0:0.0],[0.0:0.0],[0:100000),[0:4357),(50.0:100.0],[0:39],0
29,[0.0:37.0],[0.0:3.0],(185582.0:280464.0],[0.0:9.0],[0:6],(6.0:13.0],(0.0:1.0],[0:1],[0.0:0.0],[0:4357),(40.0:100.0],[0:39],0
30,(37.0:100.0),[0.0:3.0],(174524.0:1500000.0),(9.0:15.0],(0.0:3.0],[0.0:8.0],[0.0:0.0],[0:1],[0.0:0.0],(0.0:4357.0),[0:100],[0:39],0
31,[0.0:37.0],[0.0:3.0],[0.0:185582.0],(8.0:9.0],[0.0:0.0],(5.0:6.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],[0.0:40.0],[0.0:0.0],0
32,[0.0:37.0],[0.0:3.0],(279901.0:355477.0],(8.0:9.0],[0:6],(10.0:13.0],(0.0:1.0],[0:1],[0.0:0.0],[0:4357),[0.0:40.0],[0.0:0.0],0
33,(37.0:100.0),[0.0:3.0],(230545.0:1500000.0),[0.0:9.0],(3.0:6.0],[0.0:6.0],[0.0:0.0],[0:1],[0.0:0.0],[0:4357),[0.0:40.0],(0.0:6.0],0
34,[0.0:22.0],[0.0:3.0],(185582.0:248990.0],(8.0:9.0],(3.0:6.0],[0.0:3.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],[0.0:40.0],[0.0:0.0],0
35,[0.0:37.0],[0.0:3.0],(466458.0:1500000.0),[0.0:9.0],[0:6],[0.0:6.0],[0.0:0.0],(0.0:1.0],[0.0:0.0],[0.0:0.0],[0.0:40.0],[0.0:0.0],0
36,(37.0:48.0],(3.0:6.0],(204405.0:272896.0],(9.0:15.0],[0.0:0.0],[0.0:8.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],[0.0:45.0],[0:39],0
37,[0.0:37.0],[0.0:3.0],(403671.0:1500000.0),[0.0:9.0],[0.0:3.0],[0.0:6.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],(40.0:100.0],[0.0:0.0],0
38,(52.0:100.0),(3.0:4.0],[0.0:163352.0],(9.0:15.0],[0.0:0.0],(7.0:13.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],[0.0:45.0],[0:39],0
39,[0.0:37.0],[0.0:3.0],[0.0:185582.0],(9.0:15.0],[0.0:0.0],(9.0:13.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],[0:4357),(40.0:50.0],[0:39],0
40,(45.0:51.0],[0.0:3.0],[0.0:174524.0],[0.0:8.0],(3.0:5.0],(4.0:6.0],[0.0:0.0],[0:1],[0.0:0.0],[0.0:0.0],[0.0:40.0],[0.0:0.0],0
41,(23.0:29.0],[0.0:3.0],(248990.0:323810.0],[0.0:8.0],(3.0:6.0],[0.0:3.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],[0.0:40.0],[0.0:0.0],0
42,(37.0:100.0),[0.0:3.0],(273084.0:403467.0],(9.0:15.0],[0.0:0.0],[0.0:8.0],(0.0:1.0],[0:1],[0:100000),[0:4357),[0.0:40.0],[0:39],1
43,(50.0:53.0],[0.0:3.0],(120302.0:174524.0],[0.0:8.0],[0.0:0.0],[0.0:3.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],[0.0:40.0],[0.0:0.0],0
44,(37.0:46.0],[0.0:3.0],[0.0:174524.0],(11.0:15.0],(0.0:3.0],[0.0:7.0],[0.0:0.0],[0:1],[0.0:0.0],[0.0:0.0],[0.0:40.0],[0:39],0
45,(37.0:46.0],[0.0:3.0],(98524.0:174524.0],(9.0:11.0],[0.0:0.0],[0.0:6.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],[0.0:40.0],[0.0:0.0],0
46,[0.0:37.0],[0.0:3.0],(251694.0:322674.0],(9.0:15.0],(0.0:6.0],(7.0:8.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],(40.0:100.0],[0:39],0
47,[0.0:37.0],[0.0:3.0],[0.0:185582.0],[0.0:9.0],[0:6],(6.0:13.0],(3.0:4.0],[0:1],[0:100000),[0:4357),[0.0:40.0],[0.0:0.0],0
48,(37.0:100.0),[0.0:3.0],[0.0:174524.0],(9.0:15.0],[0.0:0.0],[0.0:8.0],[0.0:0.0],(0.0:1.0],[0.0:0.0],(0.0:4357.0),[0:100],[0:39],1
49,(37.0:100.0),[0.0:3.0],(212894.0:279129.0],(9.0:15.0],(0.0:3.0],[0.0:8.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],(40.0:100.0],[0:39],1
50,(46.0:100.0),(3.0:6.0],[0.0:163352.0],[0.0:9.0],(0.0:4.0],[0.0:7.0],[0:4],[0.0:0.0],[0:100000),[0:4357),(45.0:100.0],[0:39],0
51,(37.0:51.0],[0.0:3.0],(224207.0:293971.0],[0.0:9.0],[0.0:0.0],(8.0:10.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],[0.0:40.0],[0.0:0.0],1
52,(45.0:100.0),[0.0:3.0],(174524.0:240859.0],[0.0:9.0],[0.0:0.0],[0.0:5.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],[0.0:40.0],(0.0:6.0],0
53,[0.0:37.0],[0.0:3.0],[0.0:185582.0],(9.0:15.0],[0.0:0.0],(10.0:13.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],[0:4357),[0.0:40.0],[0:39],0
54,(37.0:47.0],[0.0:3.0],[0.0:174524.0],[0.0:8.0],[0.0:0.0],(5.0:7.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],(40.0:50.0],[0:39],0
55,[0.0:37.0],[0.0:3.0],(185582.0:235124.0],[0.0:9.0],[0.0:3.0],[0.0:6.0],[0.0:0.0],[0.0:0.0],(3887.0:100000.0),[0:4357),[0.0:40.0],[0:39],0
56,[0.0:37.0],[0.0:3.0],[0.0:185582.0],(9.0:15.0],[0.0:0.0],(8.0:13.0],[0.0:0.0],[0.0:0.0],(0.0:100000.0),[0:4357),[0:100],[0:39],0
57,(47.0:50.0],[0.0:3.0],(117628.0:162632.0],[0.0:8.0],[0.0:0.0],[0.0:5.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],[0.0:40.0],[0.0:0.0],0
58,(37.0:47.0],[0.0:3.0],(114459.0:174524.0],(12.0:15.0],[0.0:0.0],(7.0:8.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],(40.0:50.0],[0.0:0.0],1
59,[0.0:37.0],[0.0:3.0],[0.0:185582.0],(8.0:9.0],(0.0:6.0],(6.0:13.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],(50.0:100.0],[0:39],0
60,(35.0:37.0],[0.0:3.0],(128876.0:185582.0],[0.0:8.0],[0.0:0.0],(4.0:5.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],[0.0:40.0],[0.0:0.0],0
61,(27.0:30.0],[0.0:3.0],[0.0:185582.0],(8.0:9.0],[0.0:3.0],[0.0:6.0],[0.0:0.0],(0.0:1.0],[0.0:0.0],[0:4357),[0.0:40.0],[0.0:0.0],0
62,(48.0:54.0],[0.0:3.0],[0.0:174524.0],[0.0:8.0],[0.0:0.0],(5.0:7.0],[0.0:0.0],(0.0:1.0],[0.0:0.0],[0:4357),[0.0:40.0],[0:39],1
63,(37.0:50.0],(3.0:6.0],(163352.0:204402.0],(8.0:9.0],[0.0:0.0],[0.0:7.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],(40.0:100.0],[0:39],1
64,[0.0:22.0],[0.0:3.0],[0.0:185582.0],(8.0:9.0],[0:6],(6.0:9.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],(30.0:40.0],[0.0:0.0],0
65,[0.0:37.0],[0.0:3.0],(259882.0:1500000.0),(9.0:15.0],[0:6],(8.0:13.0],(0.0:1.0],(0.0:1.0],[0:100000),[0:4357),[0:100],[0:39],0
66,[0.0:37.0],(3.0:6.0],[0.0:175856.0],(9.0:15.0],[0.0:0.0],(8.0:13.0],[0:4],[0:1],[0:100000),[0:4357),(50.0:100.0],[0:39],1
67,(22.0:37.0],[0.0:3.0],(185582.0:248990.0],(8.0:9.0],(3.0:6.0],[0.0:3.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],[0.0:40.0],[0.0:0.0],0
68,(59.0:100.0),[0.0:3.0],[0.0:174524.0],(8.0:9.0],[0.0:0.0],(5.0:9.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],[0.0:40.0],[0.0:0.0],0
69,(26.0:37.0],[0.0:3.0],(185582.0:328466.0],[0.0:9.0],[0:6],(6.0:13.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],[0.0:40.0],(0.0:6.0],0
70,(37.0:46.0],[0.0:3.0],[0.0:98524.0],(9.0:11.0],[0.0:0.0],[0.0:6.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],[0.0:40.0],[0.0:0.0],0
71,[0.0:21.0],[0.0:3.0],(292590.0:345121.0],[0.0:8.0],[0:6],(6.0:13.0],[0.0:0.0],(0.0:1.0],[0.0:0.0],[0.0:0.0],[0.0:35.0],[0.0:0.0],0
72,(28.0:32.0],[0.0:3.0],(119033.0:158688.0],[0.0:8.0],[0.0:0.0],[0.0:4.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],[0.0:40.0],[0.0:0.0],0
73,[0.0:37.0],[0.0:3.0],(419691.0:446839.0],[0.0:9.0],[0:6],(6.0:13.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],[0.0:40.0],[0.0:0.0],0
74,(50.0:100.0),[0.0:3.0],(230951.0:312498.0],(9.0:15.0],[0.0:0.0],(8.0:13.0],[0.0:0.0],[0:1],[0.0:0.0],[0.0:0.0],[0.0:40.0],[0:39],0
75,(37.0:48.0],[0.0:3.0],[0.0:174524.0],[0.0:9.0],[0.0:0.0],(9.0:13.0],[0.0:0.0],(0.0:1.0],[0.0:0.0],[0:4357),[0.0:40.0],[0:39],0
76,(47.0:100.0),[0.0:3.0],[0.0:174524.0],[0.0:8.0],[0.0:0.0],(7.0:13.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],(40.0:52.0],[0:39],0
77,(37.0:100.0),[0.0:3.0],(174524.0:1500000.0),[0.0:9.0],(0.0:3.0],[0.0:6.0],[0.0:0.0],[0:1],(0.0:100000.0),[0:4357),[0:100],[0:39],1
78,(37.0:100.0),[0.0:3.0],(342164.0:374108.0],[0.0:9.0],(0.0:3.0],(6.0:13.0],[0.0:0.0],[0:1],[0.0:0.0],[0.0:0.0],[0.0:40.0],[0.0:0.0],0
79,(37.0:51.0],[0.0:3.0],(224207.0:293971.0],[0.0:9.0],[0.0:0.0],(10.0:13.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],[0.0:40.0],[0.0:0.0],1
80,[0.0:37.0],[0.0:3.0],(185582.0:242960.0],(9.0:15.0],[0.0:0.0],(7.0:8.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],(43.0:50.0],[0.0:0.0],0
81,(24.0:37.0],[0.0:3.0],[0.0:185582.0],[0.0:8.0],(3.0:6.0],(6.0:9.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],(35.0:40.0],[0.0:0.0],0
82,(37.0:100.0),[0.0:3.0],(222572.0:1500000.0),(9.0:15.0],(3.0:6.0],[0.0:8.0],[0.0:0.0],(0.0:1.0],[0.0:0.0],[0.0:0.0],(40.0:100.0],[0.0:0.0],1
83,(47.0:100.0),[0.0:3.0],(227734.0:294431.0],(9.0:15.0],[0.0:0.0],(7.0:8.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],[0.0:40.0],[0.0:0.0],0
84,(24.0:37.0],[0.0:3.0],(246440.0:323619.0],(8.0:9.0],[0:6],[0.0:6.0],[0.0:0.0],(0.0:1.0],[0.0:0.0],[0.0:0.0],[0.0:40.0],[0.0:0.0],0
85,(25.0:37.0],[0.0:3.0],(185582.0:243666.0],(8.0:9.0],[0:6],[0.0:6.0],(0.0:1.0],(0.0:1.0],[0:100000),[0:4357),[0.0:40.0],[0.0:0.0],0
86,[0.0:37.0],[0.0:3.0],(185582.0:235271.0],(9.0:15.0],[0.0:3.0],(9.0:13.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],[0.0:44.0],[0:39],1
87,[0.0:37.0],[0.0:3.0],[0.0:185582.0],(8.0:9.0],(4.0:6.0],[0.0:4.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],(40.0:50.0],[0:39],0
88,(37.0:100.0),(3.0:6.0],(163352.0:230767.0],(9.0:15.0],[0.0:0.0],[0.0:8.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],(0.0:1977.0],[0:100],[0:39],1
89,[0.0:37.0],[0.0:3.0],(185582.0:246449.0],(8.0:9.0],[0.0:0.0],(6.0:13.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],(40.0:50.0],[0.0:0.0],1
90,(46.0:53.0],[0.0:3.0],[0.0:174524.0],(9.0:15.0],(0.0:3.0],[0.0:7.0],[0.0:0.0],[0:1],[0.0:0.0],[0.0:0.0],[0.0:40.0],[0:39],0
91,(31.0:37.0],[0.0:3.0],(185582.0:279901.0],[0.0:8.0],(4.0:6.0],(6.0:13.0],(0.0:1.0],[0:1],[0.0:0.0],[0:4357),[0.0:40.0],[0.0:0.0],0
92,(62.0:100.0),[0.0:3.0],[0.0:174524.0],(9.0:15.0],[0.0:0.0],(6.0:7.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],[0.0:40.0],[0.0:0.0],1
93,(37.0:100.0),[0.0:3.0],(174524.0:205100.0],(9.0:15.0],[0.0:0.0],[0.0:8.0],[0.0:0.0],[0.0:0.0],(7688.0:15024.0],[0:4357),(50.0:100.0],[0:39],1
94,(37.0:100.0),(3.0:6.0],[0.0:163352.0],(9.0:15.0],(3.0:6.0],[0.0:8.0],[0:4],(0.0:1.0],[0:100000),[0:4357),[0:100],[0:39],0
95,[0.0:27.0],[0.0:3.0],(185582.0:241185.0],(8.0:9.0],[0:6],(6.0:10.0],[0.0:0.0],(0.0:1.0],[0.0:0.0],[0.0:0.0],(35.0:40.0],[0.0:0.0],0
96,(25.0:31.0],[0.0:3.0],[0.0:118966.0],[0.0:8.0],(4.0:6.0],(3.0:5.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],[0.0:40.0],[0.0:0.0],0
97,[0.0:37.0],(3.0:6.0],(175856.0:1500000.0),[0.0:9.0],[0.0:0.0],[0.0:5.0],[0:4],[0:1],(0.0:100000.0),[0:4357),[0:100],[0:39],1
98,(26.0:37.0],[0.0:3.0],(185582.0:248990.0],[0.0:8.0],(3.0:6.0],(2.0:3.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],[0.0:40.0],[0.0:0.0],0
99,(26.0:31.0],[0.0:3.0],(185582.0:246440.0],[0.0:8.0],(4.0:6.0],[0.0:6.0],[0.0:0.0],(0.0:1.0],[0.0:0.0],[0.0:0.0],[0.0:40.0],[0.0:0.0],0
100,(37.0:43.0],[0.0:3.0],[0.0:174524.0],[0.0:8.0],[0.0:0.0],(2.0:4.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],[0.0:40.0],[0.0:0.0],0
101,[0.0:37.0],[0.0:3.0],(422933.0:1500000.0),(9.0:15.0],(3.0:6.0],(8.0:13.0],[0.0:0.0],[0.0:0.0],[0:100000),[0:4357),[0.0:40.0],[0:39],0
102,(37.0:46.0],[0.0:3.0],[0.0:116520.0],(12.0:15.0],[0.0:0.0],(7.0:8.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],[0.0:40.0],[0.0:0.0],1
103,(37.0:100.0),(3.0:6.0],(163352.0:1500000.0),[0.0:9.0],[0.0:0.0],(7.0:13.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],(0.0:4357.0),[0:100],[0:39],1
104,[0.0:37.0],[0.0:3.0],(185582.0:1500000.0),[0.0:9.0],[0.0:4.0],(6.0:13.0],[0.0:0.0],(0.0:1.0],(0.0:100000.0),[0:4357),[0:100],[0:39],0
105,(28.0:37.0],[0.0:3.0],[0.0:185582.0],[0.0:8.0],(4.0:6.0],[0.0:2.0],[0.0:0.0],(0.0:1.0],[0.0:0.0],[0.0:0.0],[0.0:40.0],[0.0:0.0],0
106,(48.0:54.0],[0.0:3.0],[0.0:174524.0],[0.0:8.0],[0.0:0.0],(2.0:5.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],(40.0:50.0],[0:39],0
107,(37.0:100.0),(3.0:6.0],(271665.0:1500000.0),[0.0:9.0],[0.0:0.0],(7.0:13.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],(43.0:100.0],[0:39],0
108,(44.0:100.0),[0.0:3.0],(174524.0:273084.0],(9.0:15.0],[0.0:0.0],[0.0:8.0],(0.0:1.0],[0:1],[0:100000),[0:4357),[0.0:40.0],[0:39],1
109,(54.0:100.0),[0.0:3.0],(226497.0:278476.0],[0.0:9.0],[0.0:0.0],(5.0:13.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],(40.0:100.0],[0.0:0.0],0
110,[0.0:26.0],[0.0:3.0],[0.0:185582.0],[0.0:8.0],(4.0:6.0],(4.0:6.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],(40.0:50.0],[0:39],0
111,[0.0:37.0],[0.0:3.0],(185582.0:241185.0],(8.0:9.0],[0:6],(10.0:13.0],[0.0:0.0],(0.0:1.0],[0.0:0.0],[0.0:0.0],(35.0:40.0],[0.0:0.0],0
112,(37.0:47.0],[0.0:3.0],[0.0:174524.0],(9.0:15.0],[0.0:0.0],[0.0:7.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],(56.0:100.0],[0.0:0.0],0
113,[0.0:37.0],[0.0:3.0],[0.0:185582.0],(9.0:15.0],(5.0:6.0],[0.0:8.0],(0.0:2.0],[0:1],[0:100000),[0:4357),[0.0:40.0],(18.0:39.0],0
114,[0.0:37.0],[0.0:3.0],(242960.0:306908.0],(9.0:15.0],[0.0:0.0],(7.0:8.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],(43.0:100.0],[0.0:0.0],1
115,[0.0:37.0],[0.0:3.0],(279901.0:355477.0],(8.0:9.0],[0:6],(10.0:13.0],(0.0:1.0],[0:1],[0.0:0.0],[0:4357),[0.0:40.0],[0.0:0.0],0
116,(37.0:100.0),[0.0:3.0],(227910.0:1500000.0),(9.0:15.0],[0.0:0.0],[0.0:8.0],[0.0:0.0],(0.0:1.0],[0.0:0.0],[0:4357),[0.0:40.0],[0:39],1
117,[0.0:37.0],[0.0:3.0],[0.0:185582.0],[0.0:9.0],(4.0:6.0],[0.0:6.0],[0.0:0.0],(0.0:1.0],[0.0:0.0],(0.0:4357.0),[0:100],[0:39],0
118,[0.0:37.0],[0.0:3.0],[0.0:185582.0],(9.0:15.0],[0.0:0.0],(5.0:6.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],[0.0:43.0],[0:39],1
119,(37.0:100.0),[0.0:3.0],(346766.0:371373.0],[0.0:9.0],(0.0:3.0],[0.0:6.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],[0.0:40.0],[0.0:0.0],0
120,[0.0:37.0],[0.0:3.0],[0.0:185582.0],(9.0:15.0],[0:6],(8.0:13.0],[0.0:0.0],(0.0:1.0],[0.0:0.0],[0:4357),(50.0:100.0],[0:39],0
121,[0.0:37.0],[0.0:3.0],[0.0:185582.0],[0.0:9.0],[0:6],(9.0:13.0],[0.0:0.0],(0.0:1.0],[0.0:0.0],(0.0:4357.0),[0:100],[0:39],0
122,(37.0:100.0),(3.0:6.0],[0.0:163352.0],[0.0:9.0],[0.0:0.0],[0.0:5.0],[0:4],[0:1],(0.0:4386.0],[0:4357),[0:100],[0:39],0
123,[0.0:37.0],[0.0:3.0],(230885.0:281540.0],(9.0:15.0],[0.0:3.0],(8.0:13.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],(44.0:100.0],[0:39],0
124,(37.0:100.0),[0.0:3.0],[0.0:174524.0],(9.0:15.0],(0.0:3.0],(8.0:13.0],(0.0:4.0],[0:1],[0:100000),[0:4357),[0:100],[0:39],0
125,(37.0:46.0],[0.0:3.0],[0.0:174524.0],(9.0:15.0],[0.0:0.0],[0.0:8.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],[0.0:40.0],(0.0:39.0],1
126,(37.0:50.0],(3.0:6.0],[0.0:163352.0],[0.0:8.0],[0.0:0.0],(4.0:5.0],[0:4],[0:1],[0.0:0.0],[0.0:0.0],(48.0:100.0],[0:39],0
127,[0.0:30.0],[0.0:3.0],[0.0:185582.0],(9.0:15.0],[0.0:2.0],[0.0:7.0],[0.0:0.0],(0.0:1.0],[0.0:0.0],[0.0:0.0],[0.0:40.0],[0:39],0
128,[0.0:25.0],[0.0:3.0],[0.0:185582.0],(8.0:9.0],[0:6],(8.0:9.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],[0.0:20.0],[0.0:0.0],0
129,(37.0:49.0],[0.0:3.0],[0.0:174524.0],[0.0:9.0],[0.0:0.0],[0.0:5.0],(1.0:4.0],[0:1],[0:100000),[0:4357),[0:100],[0.0:0.0],1
