48,(37.0:47.0],[0.0:3.0],[0.0:174524.0],(9.0:15.0],[0.0:0.0],[0.0:8.0],[0.0:0.0],(0.0:1.0],[0.0:0.0],(0.0:1902.0],(38.0:100.0),[0:39],1
49,(49.0:50.0],[0.0:3.0],(216149.0:279337.0],(9.0:15.0],(0.0:3.0],[0.0:8.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],(40.0:100.0),[0.0:0.0],1
50,(46.0:100.0),(3.0:6.0],[0.0:163352.0],[0.0:8.0],(0.0:3.0],[0.0:7.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],[0:4357),(45.0:70.0],[0:39],0
51,(37.0:51.0],(2.0:3.0],(224207.0:293971.0],(8.0:9.0],[0.0:0.0],(9.0:13.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],[0.0:40.0],[0.0:0.0],1
52,(45.0:50.0],[0.0:3.0],(174524.0:240859.0],[0.0:2.0],[0.0:0.0],[0.0:2.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],[0.0:40.0],(0.0:6.0],0
53,[0.0:37.0],[0.0:3.0],[0.0:185582.0],(9.0:15.0],[0.0:0.0],(8.0:13.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],[0.0:40.0],(0.0:6.0],0
54,(37.0:47.0],(1.0:3.0],(129102.0:174524.0],[0.0:8.0],[0.0:0.0],(5.0:6.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],(40.0:50.0],[0.0:0.0],0
55,[0.0:37.0],[0.0:3.0],(185582.0:210498.0],(6.0:9.0],[0.0:3.0],[0.0:6.0],[0.0:0.0],[0.0:0.0],(3887.0:5178.0],[0:4357),[0.0:40.0],[0:39],0
56,[0.0:37.0],[0.0:3.0],[0.0:185582.0],(9.0:15.0],[0.0:0.0],(8.0:13.0],[0.0:0.0],[0.0:0.0],(0.0:7298.0],[0:4357),[0.0:40.0],[0:39],0
57,(47.0:49.0],[0.0:3.0],(144361.0:162632.0],[0.0:8.0],[0.0:0.0],[0.0:5.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],[0.0:40.0],[0.0:0.0],0
58,(37.0:47.0],[0.0:3.0],(114459.0:174524.0],(14.0:15.0],[0.0:0.0],(7.0:8.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],(40.0:45.0],[0.0:0.0],1
59,[0.0:37.0],[0.0:3.0],[0.0:185582.0],(8.0:9.0],(0.0:3.0],(9.0:13.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],(50.0:58.0],[0.0:0.0],0
60,(35.0:37.0],[0.0:3.0],(128876.0:166606.0],(6.0:8.0],[0.0:0.0],(4.0:5.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],[0.0:40.0],[0.0:0.0],0
61,(27.0:28.0],[0.0:3.0],[0.0:185582.0],(8.0:9.0],(2.0:3.0],[0.0:6.0],[0.0:0.0],(0.0:1.0],[0.0:0.0],[0.0:0.0],[0.0:40.0],[0.0:0.0],0
62,(48.0:54.0],[0.0:3.0],(155314.0:174524.0],[0.0:8.0],[0.0:0.0],(5.0:7.0],[0.0:0.0],(0.0:1.0],[0.0:0.0],[0.0:0.0],[0.0:40.0],[0.0:0.0],1
63,(37.0:50.0],(3.0:6.0],(163352.0:204402.0],(8.0:9.0],[0.0:0.0],(5.0:7.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],(40.0:50.0],[0.0:0.0],1
64,[0.0:21.0],[0.0:3.0],[0.0:122971.0],(8.0:9.0],[0:6],(6.0:8.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],(30.0:35.0],[0.0:0.0],0
65,[0.0:37.0],[0.0:3.0],(285865.0:313573.0],(9.0:15.0],[0:6],(8.0:13.0],(0.0:1.0],(0.0:1.0],[0:100000),[0:4357),[0.0:40.0],[0.0:0.0],0
66,[0.0:37.0],(3.0:6.0],[0.0:175856.0],(9.0:15.0],[0.0:0.0],(8.0:13.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],(60.0:100.0),[0:39],1
67,(22.0:24.0],[0.0:3.0],(203076.0:248990.0],(8.0:9.0],(3.0:6.0],[0.0:2.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],[0.0:40.0],[0.0:0.0],0
68,(74.0:100.0),[0.0:3.0],[0.0:174524.0],(8.0:9.0],[0.0:0.0],(5.0:9.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],[0.0:20.0],[0.0:0.0],0
69,(23.0:37.0],[0.0:3.0],(185582.0:328466.0],(6.0:8.0],(0.0:6.0],(6.0:13.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],[0.0:40.0],(0.0:6.0],0
70,(37.0:46.0],[0.0:3.0],[0.0:174524.0],(10.0:11.0],[0.0:0.0],(5.0:6.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],[0.0:40.0],[0.0:0.0],0
71,[0.0:21.0],[0.0:3.0],(292590.0:345121.0],[0.0:7.0],[0:6],(9.0:13.0],[0.0:0.0],(0.0:1.0],[0.0:0.0],[0.0:0.0],[0.0:35.0],[0.0:0.0],0
72,(28.0:32.0],[0.0:3.0],[0.0:185582.0],[0.0:8.0],[0.0:0.0],(3.0:4.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],[0.0:40.0],[0.0:0.0],0
73,[0.0:37.0],[0.0:3.0],(419691.0:446839.0],(6.0:8.0],[0:6],(8.0:13.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],[0.0:30.0],[0.0:0.0],0
74,(37.0:100.0),[0.0:3.0],(174524.0:1500000.0),(9.0:15.0],[0.0:0.0],(8.0:13.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],[0.0:40.0],(0.0:6.0],0
75,(37.0:48.0],[0.0:3.0],[0.0:51618.0],[0.0:8.0],[0.0:0.0],(9.0:13.0],[0.0:0.0],(0.0:1.0],[0.0:0.0],[0.0:0.0],(36.0:40.0],[0.0:0.0],0
76,(54.0:61.0],[0.0:3.0],[0.0:174524.0],[0.0:8.0],[0.0:0.0],(7.0:13.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],(40.0:52.0],[0.0:0.0],0
77,(37.0:100.0),[0.0:3.0],(174524.0:1500000.0),[0.0:9.0],(0.0:3.0],[0.0:6.0],[0.0:0.0],(0.0:1.0],(1506.0:100000.0),[0:4357),(37.0:100.0),[0:39],1
78,(44.0:53.0],[0.0:3.0],(342164.0:374108.0],[0.0:9.0],(0.0:3.0],(6.0:13.0],[0.0:0.0],[0:1],[0.0:0.0],[0.0:0.0],[0.0:40.0],[0.0:0.0],0
79,(37.0:49.0],[0.0:3.0],(224207.0:293971.0],[0.0:8.0],[0.0:0.0],(10.0:12.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],[0.0:40.0],[0.0:0.0],1
80,(32.0:37.0],[0.0:3.0],(185582.0:242960.0],(9.0:13.0],[0.0:0.0],(7.0:8.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],(45.0:50.0],[0.0:0.0],0
81,(24.0:30.0],[0.0:3.0],[0.0:54334.0],[0.0:8.0],(3.0:6.0],(8.0:9.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],(35.0:40.0],[0.0:0.0],0
82,(37.0:100.0),[0.0:3.0],(341439.0:1500000.0),(9.0:15.0],(3.0:6.0],[0.0:8.0],[0.0:0.0],(0.0:1.0],[0.0:0.0],[0.0:0.0],(40.0:100.0),[0.0:0.0],1
83,(54.0:58.0],[0.0:3.0],(227734.0:270859.0],(9.0:15.0],[0.0:0.0],(7.0:8.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],[0.0:40.0],[0.0:0.0],0
84,(30.0:37.0],[0.0:3.0],(246440.0:323619.0],(8.0:9.0],[0.0:3.0],[0.0:6.0],[0.0:0.0],(0.0:1.0],[0.0:0.0],[0.0:0.0],(37.0:40.0],[0.0:0.0],0
85,(25.0:29.0],[0.0:3.0],(185582.0:242713.0],(8.0:9.0],[0.0:4.0],[0.0:6.0],(0.0:1.0],(0.0:1.0],[0.0:0.0],[0:4357),[0.0:40.0],[0.0:0.0],0
86,(30.0:37.0],[0.0:2.0],(185582.0:234537.0],(9.0:12.0],[0.0:0.0],(9.0:13.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],[0.0:40.0],[0.0:0.0],1
87,(24.0:37.0],[0.0:3.0],[0.0:185582.0],(8.0:9.0],(4.0:6.0],(2.0:3.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],(40.0:50.0],[0.0:0.0],0
88,(37.0:100.0),(3.0:6.0],(163352.0:230767.0],(9.0:15.0],[0.0:0.0],[0.0:8.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],(0.0:1977.0],(50.0:100.0),[0:39],1
89,(33.0:37.0],[0.0:3.0],(185582.0:246449.0],(8.0:9.0],[0.0:0.0],(8.0:9.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],(40.0:50.0],[0.0:0.0],1
90,(37.0:100.0),[0.0:3.0],[0.0:174524.0],(9.0:15.0],(0.0:3.0],[0.0:8.0],[0.0:0.0],[0:1],[0.0:0.0],[0.0:0.0],[0.0:40.0],(0.0:27.0],0
91,(31.0:37.0],[0.0:1.0],(224358.0:276540.0],[0.0:8.0],(5.0:6.0],(6.0:13.0],(0.0:1.0],[0:1],[0.0:0.0],[0.0:0.0],[0.0:40.0],[0.0:0.0],0
92,(67.0:100.0),[0.0:3.0],[0.0:174524.0],(12.0:15.0],[0.0:0.0],(6.0:7.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],[0.0:40.0],[0.0:0.0],1
93,(37.0:44.0],[0.0:3.0],(174524.0:205100.0],(9.0:15.0],[0.0:0.0],[0.0:7.0],[0.0:0.0],[0.0:0.0],(7688.0:15024.0],[0:4357),(50.0:100.0),[0.0:0.0],1
94,(43.0:100.0),(3.0:6.0],[0.0:163352.0],(9.0:15.0],(3.0:6.0],[0.0:8.0],[0.0:0.0],(0.0:1.0],[0:100000),[0:4357),(40.0:100.0),[0:39],0
95,[0.0:22.0],[0.0:3.0],(185582.0:241185.0],(8.0:9.0],[0:6],(9.0:10.0],[0.0:0.0],(0.0:1.0],[0.0:0.0],[0.0:0.0],(35.0:40.0],[0.0:0.0],0
96,(26.0:29.0],[0.0:3.0],(98639.0:118966.0],[0.0:8.0],(4.0:6.0],(3.0:5.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],[0.0:40.0],[0.0:0.0],0
97,[0.0:37.0],(3.0:6.0],(175856.0:1500000.0),[0.0:9.0],[0.0:0.0],[0.0:5.0],[0.0:0.0],[0:1],(3456.0:100000.0),[0:4357),[0.0:40.0],[0:39],1
98,(28.0:30.0],[0.0:3.0],(185582.0:197484.0],[0.0:8.0],(3.0:6.0],(2.0:3.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],[0.0:40.0],[0.0:0.0],0
99,(29.0:31.0],[0.0:2.0],(185582.0:246440.0],[0.0:8.0],(4.0:6.0],[0.0:6.0],[0.0:0.0],(0.0:1.0],[0.0:0.0],[0.0:0.0],[0.0:40.0],[0.0:0.0],0
100,(37.0:43.0],[0.0:3.0],(92036.0:124692.0],[0.0:8.0],[0.0:0.0],(2.0:3.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],[0.0:40.0],[0.0:0.0],0
101,[0.0:28.0],[0.0:3.0],(348420.0:432376.0],(9.0:15.0],(3.0:6.0],(8.0:13.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],(37.0:40.0],[0.0:0.0],0
102,(37.0:46.0],(0.0:3.0],[0.0:101299.0],(13.0:15.0],[0.0:0.0],(7.0:8.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],[0.0:40.0],[0.0:0.0],1
103,(37.0:100.0),(3.0:6.0],(163352.0:1500000.0),[0.0:9.0],[0.0:0.0],(7.0:13.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],(0.0:1887.0],[0.0:50.0],[0:39],1
104,[0.0:37.0],[0.0:3.0],(185582.0:1500000.0),[0.0:9.0],[0.0:4.0],(6.0:13.0],[0.0:0.0],(0.0:1.0],(3464.0:6849.0],[0:4357),[0:100),[0:39],0
105,(28.0:37.0],[0.0:3.0],(99270.0:185582.0],[0.0:8.0],(4.0:6.0],[0.0:2.0],[0.0:0.0],(0.0:1.0],[0.0:0.0],[0.0:0.0],(37.0:40.0],[0.0:0.0],0
106,(48.0:54.0],[0.0:3.0],[0.0:97005.0],[0.0:8.0],[0.0:0.0],(2.0:4.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],(46.0:50.0],[0.0:0.0],0
107,(46.0:100.0),(3.0:6.0],(271665.0:325159.0],[0.0:9.0],[0.0:0.0],(7.0:13.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],(43.0:100.0),[0.0:0.0],0
108,(46.0:53.0],[0.0:2.0],(174524.0:273084.0],(9.0:12.0],[0.0:0.0],[0.0:8.0],(0.0:1.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],[0.0:40.0],[0:39],1
109,(47.0:100.0),[0.0:3.0],(226497.0:278476.0],(8.0:9.0],[0.0:0.0],(7.0:13.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],(45.0:100.0),[0.0:0.0],0
110,(21.0:22.0],[0.0:3.0],[0.0:146540.0],[0.0:8.0],(4.0:6.0],(4.0:6.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],(40.0:50.0],[0.0:0.0],0
111,[0.0:21.0],[0.0:3.0],(185582.0:199915.0],(8.0:9.0],[0:6],(10.0:13.0],[0.0:0.0],(0.0:1.0],[0.0:0.0],[0.0:0.0],(35.0:40.0],[0.0:0.0],0
112,(37.0:41.0],[0.0:3.0],[0.0:129513.0],(9.0:12.0],[0.0:0.0],[0.0:7.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],(56.0:60.0],[0.0:0.0],0
113,(27.0:37.0],[0.0:3.0],[0.0:185582.0],(9.0:15.0],(5.0:6.0],[0.0:7.0],(0.0:2.0],[0:1],[0.0:0.0],[0:4357),[0.0:40.0],(18.0:39.0],0
114,[0.0:29.0],[0.0:3.0],(242960.0:294936.0],(9.0:12.0],[0.0:0.0],(7.0:8.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],(43.0:50.0],[0.0:0.0],1
115,[0.0:37.0],[0.0:3.0],(276540.0:372483.0],(8.0:9.0],[0:6],(12.0:13.0],(0.0:1.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],(20.0:40.0],[0.0:0.0],0
116,(43.0:47.0],[0.0:3.0],(227397.0:306889.0],(9.0:15.0],[0.0:0.0],[0.0:8.0],[0.0:0.0],(0.0:1.0],[0.0:0.0],[0.0:0.0],[0.0:40.0],[0.0:0.0],1
117,[0.0:37.0],[0.0:3.0],[0.0:185582.0],[0.0:9.0],(4.0:6.0],[0.0:6.0],[0.0:0.0],(0.0:1.0],[0.0:0.0],(1617.0:1721.0],[0.0:35.0],[0:39],0
118,[0.0:31.0],[0.0:3.0],[0.0:185582.0],(9.0:11.0],[0.0:0.0],(5.0:6.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],[0.0:43.0],[0.0:0.0],1
119,(37.0:43.0],[0.0:3.0],(346766.0:371373.0],(8.0:9.0],(0.0:3.0],[0.0:6.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],[0.0:40.0],[0.0:0.0],0
120,(26.0:37.0],[0.0:3.0],[0.0:185582.0],(9.0:11.0],[0:6],(8.0:13.0],[0.0:0.0],(0.0:1.0],[0.0:0.0],[0.0:0.0],(50.0:60.0],[0:39],0
121,[0.0:37.0],[0.0:3.0],[0.0:185582.0],[0.0:9.0],(4.0:6.0],(6.0:13.0],[0.0:0.0],(0.0:1.0],[0.0:0.0],(1721.0:4357.0),(32.0:100.0),[0:39],0
122,(37.0:54.0],(3.0:6.0],[0.0:163352.0],[0.0:8.0],[0.0:0.0],[0.0:5.0],[0.0:0.0],[0.0:0.0],(0.0:4386.0],[0:4357),[0.0:40.0],[0:39],0
123,(33.0:37.0],[0.0:3.0],(229732.0:279173.0],(9.0:15.0],[0.0:3.0],(8.0:9.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],[0.0:0.0],(44.0:50.0],[0.0:0.0],0
124,(37.0:46.0],[0.0:3.0],[0.0:174524.0],(9.0:15.0],(0.0:3.0],(8.0:10.0],(0.0:1.0],[0:1],[0:100000),[0:4357),[0:100),[0:39],0
