algo,no,bivariate_corr
datafly,73,0.14412409751133193
datafly,74,0.36361076773292134
datafly,75,2.6352374933371725e-05
datafly,76,0.328834915004443
datafly,77,0.47006929861921065
datafly,78,0.05320828435194852
datafly,79,0.00713217679724257
datafly,80,0.0016683913151881394
datafly,81,0.3329763709804402
datafly,82,0.2474848046791768
datafly,83,0.0071000591462862545
datafly,84,0.24183495287408208
datafly,85,0.0006730088391067365
datafly,86,0.24930190987541642
datafly,87,0.00027220153119969157
datafly,88,0.04674576466805078
datafly,89,0.333314689289801
datafly,90,0.24120468573994208
datafly,91,0.3248084085948939
datafly,92,0.1388074524791706
datafly,93,0.007482933783217595
datafly,94,0.09001094268670695
datafly,95,0.2845056749568011
datafly,96,0.008133832709984681
datafly,97,0.008258574408561658
datafly,98,0.12947039207550204
datafly,99,0.009352064423923171
datafly,100,0.3272362759889934
datafly,101,0.31909876976102924
datafly,102,0.009381868640253185
datafly,103,0.0027087193160267313
datafly,104,0.2471211901820304
datafly,105,0.257361132080726
datafly,106,0.0002607638516665574
datafly,107,0.023561625019006938
datafly,108,0.006719541191467504
datafly,109,0.0028818081994042505
datafly,110,0.0003701910950006078
datafly,111,0.3330874479113945
datafly,112,0.3156230696220803
datafly,113,0.009247115361155928
datafly,114,0.3330226717308732
datafly,115,0.33105754088920175
datafly,116,0.0003916786202712865
datafly,117,0.3309633576595491
datafly,118,0.24678944121122937
datafly,119,0.0006730088391067365
datafly,120,0.32958453768470786
datafly,121,0.009027353647559912
datafly,122,0.23273928219389967
datafly,123,0.24627412163541296
datafly,124,0.33054273868205436
datafly,125,0.0027710322382172715
datafly,126,0.0006652294369951049
datafly,127,0.0002522929269293799
datafly,128,0.24640256165348673
datafly,129,0.003312343230143207
datafly,130,6.828878397456724e-05
datafly,131,0.00026672599416496974
datafly,132,0.000770002597126649
datafly,133,0.24545282934834922
datafly,134,0.3330948326493597
datafly,135,0.3332660269918365
datafly,136,0.4856958167113823
datafly,137,0.0003326147184975524
datafly,138,0.09992909283740267
datafly,139,0.4856958167113823
datafly,140,0.0031749285564171194
datafly,141,0.0015310623922836913
datafly,142,8.163833834251826e-05
datafly,143,0.28334124394559934
datafly,144,0.18990069255667819
datafly,145,0.00012614646346474547
datafly,146,0.0016262560951194982
datafly,147,0.3292300776230888
datafly,148,0.2597787499350104
datafly,149,0.002546093353206465
datafly,150,0.24709139494211246
datafly,151,0.009219233836087252
datafly,152,0.0015427695589474875
datafly,153,0.00713414324100569
datafly,154,0.4872327615053762
datafly,155,0.00640311339868004
datafly,156,0.4090341183240928
datafly,157,0.3307931917636998
datafly,158,0.0016683913151881394
datafly,159,0.330010988255429
datafly,160,0.24669002229124615
datafly,161,0.33175735508309323
datafly,162,0.0005825838442075635
datafly,163,0.0014046687486199035
datafly,164,0.0003845834479676829
datafly,165,0.0066929310465723155
datafly,166,0.00012439559887125144
datafly,167,0.019728437017959843
datafly,168,0.29062055631431344
datafly,169,0.00048696743599463237
datafly,170,0.00200237624399482
datafly,171,0.00013610076559984578
datafly,172,0.3330404695250371
datafly,173,0.009281049423710415
datafly,174,0.24743369866802478
datafly,175,0.00879823796311492
datafly,176,7.572925363638801e-05
datafly,177,0.00643958342876764
datafly,178,0.008854214927218447
datafly,179,0.003997609439883772
datafly,180,0.24519233789658307
datafly,181,0.20575917322453807
datafly,182,0.1057685560174183
datafly,183,0.0002704462289958801
datafly,184,0.00048696743599463237
datafly,185,0.26261233373635917
datafly,186,0.24763115377795727
datafly,187,0.3321776101385089
datafly,188,0.0033773806359050484
datafly,189,0.3279961311520444
datafly,190,0.0016271230889121657
datafly,191,0.21824675600627252
datafly,192,0.007155404628479587
datafly,193,0.00012614646346474547
datafly,194,0.29661260490642494
datafly,195,0.333015066486573
datafly,196,0.3070104694238244
datafly,197,0.12831027431866915
datafly,198,0.1750741044143047
datafly,199,0.00024879119774250287
datafly,200,0.24988409572257012
datafly_shuffled,1,0.3272870511937489
datafly_shuffled,2,0.00010848168601255981
datafly_shuffled,3,0.3333180161333555
datafly_shuffled,4,0.48012547393877913
datafly_shuffled,5,0.004833153461545083
datafly_shuffled,6,0.00024879119774250287
datafly_shuffled,7,0.0005334519883299395
datafly_shuffled,8,0.28306012884269366
datafly_shuffled,9,6.435589644832734e-05
datafly_shuffled,10,0.3318668627783281
datafly_shuffled,11,0.00027220153119969157
datafly_shuffled,12,0.27052176572098346
datafly_shuffled,13,0.0077360806884831665
datafly_shuffled,14,0.3019893072186034
datafly_shuffled,15,0.3308938266033899
datafly_shuffled,16,0.32893324733224744
datafly_shuffled,17,0.18723092951111353
datafly_shuffled,18,0.003906348693836095
datafly_shuffled,19,0.26212521424364943
datafly_shuffled,20,0.24691017355151398
datafly_shuffled,21,0.0026398569856669906
datafly_shuffled,22,0.1367887407586782
datafly_shuffled,23,0.00029604641486905177
datafly_shuffled,24,0.0031128020370265203
datafly_shuffled,25,0.2767121514789491
datafly_shuffled,26,0.00018050241376793563
datafly_shuffled,27,0.32819263192583986
datafly_shuffled,28,0.0016595162484537703
datafly_shuffled,29,0.31641133736120797
datafly_shuffled,30,0.008582374337749003
datafly_shuffled,31,0.0012454054367146638
datafly_shuffled,32,0.3297690862188493
datafly_shuffled,33,0.33330443187355485
datafly_shuffled,34,0.09988430407835742
datafly_shuffled,35,0.0017344166746191996
datafly_shuffled,36,0.2499095119860141
datafly_shuffled,37,0.24790518287033866
datafly_shuffled,38,0.33322545011378124
datafly_shuffled,39,0.0002432214682148385
datafly_shuffled,40,0.0018216958271804681
datafly_shuffled,41,0.1388074524791706
datafly_shuffled,42,0.2940440019708415
datafly_shuffled,43,0.002741832906943193
datafly_shuffled,44,0.0033773806359050484
datafly_shuffled,45,0.3294458170525847
datafly_shuffled,46,0.0010106655454478891
datafly_shuffled,47,0.2348855890325494
datafly_shuffled,48,0.27535094879831257
datafly_shuffled,49,0.24621834809333365
datafly_shuffled,50,0.0005334519883299395
datafly_shuffled,51,0.17494447311367545
datafly_shuffled,52,0.33335170337391296
datafly_shuffled,53,0.000278889804823235
datafly_shuffled,54,0.32869099371813737
datafly_shuffled,55,0.0010120949420845769
datafly_shuffled,56,0.008798036367773019
datafly_shuffled,57,0.0015874642782086699
datafly_shuffled,58,0.00044944780674404
datafly_shuffled,59,0.24612492669016883
datafly_shuffled,60,0.2726913765648197
datafly_shuffled,61,0.33298466985050384
datafly_shuffled,62,0.3304418068253669
datafly_shuffled,63,0.06533451259162024
datafly_shuffled,64,0.00016203355605838923
datafly_shuffled,65,0.0002971202537466939
datafly_shuffled,66,0.002784843901710227
datafly_shuffled,67,0.26261233373635917
datafly_shuffled,68,0.01483701115977632
datafly_shuffled,69,0.3298864815499133
datafly_shuffled,70,0.2050218964901476
datafly_shuffled,71,0.24285724938923148
datafly_shuffled,72,0.01426828648201138
datafly_shuffled,73,0.0018335407690175363
datafly_shuffled,74,0.0005408924579917603
datafly_shuffled,75,0.002905157298662737
datafly_shuffled,76,0.33314252184154364
datafly_shuffled,77,0.27772816564392455
datafly_shuffled,78,0.000770002597126649
datafly_shuffled,79,0.24979377823548102
datafly_shuffled,80,0.3315172396898188
datafly_shuffled,81,7.572925363638801e-05
datafly_shuffled,82,0.20818110059875683
datafly_shuffled,83,0.3331901271534002
datafly_shuffled,84,1.2059453569773781e-07
datafly_shuffled,85,0.3332031139847275
datafly_shuffled,86,0.33333074300350085
datafly_shuffled,87,7.584984817208401e-05
datafly_shuffled,88,0.007481627042060814
datafly_shuffled,89,0.00024879119774250287
datafly_shuffled,90,0.0034121794798819627
datafly_shuffled,91,0.015131297032586987
datafly_shuffled,92,6.435589644832734e-05
datafly_shuffled,93,0.001771058534027455
datafly_shuffled,94,0.33049929627222313
datafly_shuffled,95,0.3316143757159797
datafly_shuffled,96,0.2578127895521143
datafly_shuffled,97,0.0005754193642823806
datafly_shuffled,98,0.1281396641030597
datafly_shuffled,99,0.0013551403464610373
datafly_shuffled,100,0.0016550681087371874
datafly_shuffled,101,0.28459150054659943
datafly_shuffled,102,0.00010848168601255981
datafly_shuffled,103,0.10304090477077898
datafly_shuffled,104,0.00024879119774250287
datafly_shuffled,105,0.00046516320435537224
datafly_shuffled,106,0.33304920121151804
datafly_shuffled,107,0.3311947477188379
datafly_shuffled,108,0.00027220153119969157
datafly_shuffled,109,0.007909027263668992
datafly_shuffled,110,0.13878950464811712
datafly_shuffled,111,0.000770002597126649
datafly_shuffled,112,0.0006730088391067365
datafly_shuffled,113,6.828878397456724e-05
datafly_shuffled,114,0.0027621201722387093
datafly_shuffled,115,0.02911206679924537
datafly_shuffled,116,0.257361132080726
datafly_shuffled,117,5.3388054161906376e-05
datafly_shuffled,118,0.2480873508280503
datafly_shuffled,119,0.24839333861232074
datafly_shuffled,120,0.0036950022103944486
datafly_shuffled,121,0.24397046242739773
datafly_shuffled,122,0.0003845834479676829
datafly_shuffled,123,0.3266863996258557
datafly_shuffled,124,0.24708679318950952
datafly_shuffled,125,0.0002530458015377315
datafly_shuffled,126,0.10002252672558037
datafly_shuffled,127,0.2692434057161832
datafly_shuffled,128,0.32847028658709276
datafly_shuffled,129,0.00011950250458247179
datafly_shuffled,130,0.00027191428707322093
datafly_shuffled,131,0.33077847170153885
datafly_shuffled,132,0.2542721893527302
datafly_shuffled,133,0.0005895001833587151
datafly_shuffled,134,0.4856385922845198
datafly_shuffled,135,0.0007286458611951959
datafly_shuffled,136,6.556783790949428e-05
datafly_shuffled,137,0.0042337371226013705
datafly_shuffled,138,0.00013908795521222483
datafly_shuffled,139,0.030320530526397937
datafly_shuffled,140,0.01309282778704518
datafly_shuffled,141,0.0031128823388784053
datafly_shuffled,142,0.00931613214525163
datafly_shuffled,143,0.09966036769228673
datafly_shuffled,144,7.584984817208401e-05
datafly_shuffled,145,0.00906174432606836
datafly_shuffled,146,0.27535094879831257
datafly_shuffled,147,0.164186400649388
datafly_shuffled,148,0.00902638268445895
datafly_shuffled,149,0.2499035743844896
datafly_shuffled,150,0.4074763471139248
datafly_shuffled,151,7.572925363638801e-05
datafly_shuffled,152,0.3307044080556749
datafly_shuffled,153,0.1701921055091029
datafly_shuffled,154,0.002925052448755789
datafly_shuffled,155,0.33097079731116785
datafly_shuffled,156,0.0005334519883299395
datafly_shuffled,157,0.0019351097763130613
datafly_shuffled,158,0.0009739348719892647
datafly_shuffled,159,0.0003845834479676829
datafly_shuffled,160,0.00046516320435537224
datafly_shuffled,161,0.011720478956757752
datafly_shuffled,162,0.3317484241817513
datafly_shuffled,163,0.3088292420279376
datafly_shuffled,164,0.10497359637161985
datafly_shuffled,165,0.000451666381855433
datafly_shuffled,166,0.3313150801413829
datafly_shuffled,167,0.3679424311437489
datafly_shuffled,168,0.48022234809119946
datafly_shuffled,169,0.002702263257500288
datafly_shuffled,170,0.21824675600627252
datafly_shuffled,171,0.0018855230670911998
datafly_shuffled,172,0.00018050241376793563
datafly_shuffled,173,0.1367887407586782
datafly_shuffled,174,0.2238690088858981
datafly_shuffled,175,0.2542721893527302
datafly_shuffled,176,0.01681507790738987
datafly_shuffled,177,0.2845286253670505
datafly_shuffled,178,0.3600083607513129
datafly_shuffled,179,0.32946448016189683
datafly_shuffled,180,0.2845056749568011
datafly_shuffled,181,0.000770002597126649
datafly_shuffled,182,0.2238690088858981
datafly_shuffled,183,0.256469258063424
datafly_shuffled,184,0.33313889516262857
datafly_shuffled,185,0.3330851534599318
datafly_shuffled,186,0.0016433178250081604
datafly_shuffled,187,0.333241093703274
datafly_shuffled,188,0.2621183767382459
datafly_shuffled,189,0.33306597314598674
datafly_shuffled,190,0.003100003132995234
datafly_shuffled,191,0.33219851714063625
datafly_shuffled,192,0.0041834885028072775
datafly_shuffled,193,0.3321948305371395
datafly_shuffled,194,0.24983119653660668
datafly_shuffled,195,0.00031884581728501527
datafly_shuffled,196,0.25468969061851826
datafly_shuffled,197,0.24839484671920295
datafly_shuffled,198,0.33244945497252637
datafly_shuffled,199,0.004343880194990945
datafly_shuffled,200,0.3264553623547459
mondrian,1,0.01427706697755761
mondrian,2,0.01151535987931807
mondrian,3,0.01630368055049413
mondrian,4,0.017530669964689348
mondrian,5,0.019330661697561948
mondrian,6,0.02140258066842427
mondrian,7,0.01633898715651006
mondrian,8,0.015182611838725575
mondrian,9,0.016430003964195753
mondrian,10,0.02077134115791223
mondrian,11,0.015319477913511386
mondrian,12,0.011671590041363535
mondrian,13,0.013537977071385841
mondrian,14,0.01828390006376214
mondrian,15,0.017852825528282067
mondrian,16,0.013325340213568126
mondrian,17,0.012943469076710687
mondrian,18,0.017048265102253976
mondrian,19,0.012510546786304273
mondrian,20,0.019448515229465002
mondrian,21,0.013058423433884456
mondrian,22,0.01606850762078951
mondrian,23,0.018532461951278258
mondrian,24,0.01058055852009702
mondrian,25,0.024433041174400427
mondrian,26,0.023098437853933715
mondrian,27,0.013799181239224023
mondrian,28,0.017339511685006873
mondrian,29,0.014267061408501293
mondrian,30,0.03793685700058709
mondrian,31,0.016857173540727542
mondrian,32,0.00931063681657696
mondrian,33,0.00681451878363078
mondrian,34,0.02487103090119563
mondrian,35,0.020658694696975146
mondrian,36,0.013283961779351743
mondrian,37,0.02443773641743665
mondrian,38,0.014530784195728352
mondrian,39,0.014295458408986956
mondrian,40,0.018770028201692386
mondrian,41,0.014014045325025138
mondrian,42,0.037361110481743315
mondrian,43,0.0054019081982901495
mondrian,44,0.020065830022812606
mondrian,45,0.016070834336555442
mondrian,46,0.009373778786251327
mondrian,47,0.010160179173568158
mondrian,48,0.013493757613815762
mondrian,49,0.010495507170181304
mondrian,50,0.010505939734065387
mondrian,51,0.01958072234637261
mondrian,52,0.01579578546264299
mondrian,53,0.007377488160285911
mondrian,54,0.008238137023326594
mondrian,55,0.012483000672288446
mondrian,56,0.02435990071562847
mondrian,57,0.02772846904657008
mondrian,58,0.015949582684566373
mondrian,59,0.013589524045523927
mondrian,60,0.01524148540043608
mondrian,61,0.01372980470263661
mondrian,62,0.013650435339172737
mondrian,63,0.022046846471594793
mondrian,64,0.013537272994117869
mondrian,65,0.019393189154564113
mondrian,66,0.015205398637655528
mondrian,67,0.020059354359204543
mondrian,68,0.01517675978937264
mondrian,69,0.013951211010324921
mondrian,70,0.016909413373443306
mondrian,71,0.020099676351051747
mondrian,72,0.024206855915937166
mondrian,73,0.014661006202772955
mondrian,74,0.01723571102138368
mondrian,75,0.018329955695372473
mondrian,76,0.022004589142227596
mondrian,77,0.02010814550119445
mondrian,78,0.01777162125654782
mondrian,79,0.014852237387243906
mondrian,80,0.020818288963869086
mondrian,81,0.009554647439724576
mondrian,82,0.011511338658895929
mondrian,83,0.013489359393682815
mondrian,84,0.00884170301907995
mondrian,85,0.020211781696607
mondrian,86,0.01294877255956522
mondrian,87,0.016564016149969128
mondrian,88,0.016733852321466104
mondrian,89,0.00835463545883187
mondrian,90,0.022446322404248445
mondrian,91,0.010651571636101571
mondrian,92,0.026528924830262854
mondrian,93,0.021443371830335012
mondrian,94,0.020950692252642622
mondrian,95,0.007380059512866794
mondrian,96,0.012987519984212357
mondrian,97,0.012750410850228565
mondrian,98,0.011381347100473267
mondrian,99,0.012292510200202677
mondrian,100,0.012081176571147096
mondrian,101,0.010936365781842322
mondrian,102,0.02189352219925369
mondrian,103,0.01426898533964022
mondrian,104,0.01479590896837895
mondrian,105,0.017445730466184688
mondrian,106,0.012814463023785198
mondrian,107,0.007878142465707266
mondrian,108,0.016831981558711514
mondrian,109,0.01848790444531242
mondrian,110,0.0243640454279673
mondrian,111,0.014830536900282725
mondrian,112,0.024457352657583906
mondrian,113,0.012832779999752818
mondrian,114,0.020020542745344046
mondrian,115,0.01679189427752218
mondrian,116,0.021692112994679963
mondrian,117,0.01945139119219327
mondrian,118,0.017655133081973057
mondrian,119,0.01141840239388257
mondrian,120,0.02164543850387691
mondrian,121,0.011462172597531423
mondrian,122,0.02664193720024992
mondrian,123,0.018213501162550542
mondrian,124,0.022959220604196
mondrian,125,0.0078946894153713
mondrian,126,0.013127760683450075
mondrian,127,0.009773316515882317
mondrian,128,0.01176670069389959
mondrian,129,0.01798354321744438
mondrian,130,0.025462995444926972
mondrian,131,0.014243505279999793
mondrian,132,0.015422791309925559
mondrian,133,0.015823448167117185
mondrian,134,0.0119156356556731
mondrian,135,0.01374282988078036
mondrian,136,0.015258611441593366
mondrian,137,0.025973125650780002
mondrian,138,0.013610878339160887
mondrian,139,0.018475381292078902
mondrian,140,0.025199803419614274
mondrian,141,0.025446714690397366
mondrian,142,0.01812455604454196
mondrian,143,0.010228523901086582
mondrian,144,0.01099920876734471
mondrian,145,0.012300051797650442
mondrian,146,0.01099392878902724
mondrian,147,0.015467100936142794
mondrian,148,0.01697182063128333
mondrian,149,0.011964687605290236
mondrian,150,0.012668965637100127
mondrian,151,0.018729530999508585
mondrian,152,0.01079220628573832
mondrian,153,0.016815234014551865
mondrian,154,0.012135231122713959
mondrian,155,0.01778892784138727
mondrian,156,0.014406658531794772
mondrian,157,0.01954014784607571
mondrian,158,0.008139163344501685
mondrian,159,0.014677736781944515
mondrian,160,0.02436667830972757
mondrian,161,0.014463343810483201
mondrian,162,0.013163952387395601
mondrian,163,0.017163292904808933
mondrian,164,0.02160954405646523
mondrian,165,0.020404922102295137
mondrian,166,0.01184275491175614
mondrian,167,0.025664903177257253
mondrian,168,0.03706402783053356
mondrian,169,0.01066247650192523
mondrian,170,0.01236222393267242
mondrian,171,0.014616577996279127
mondrian,172,0.014210435539633762
mondrian,173,0.022640092803643437
mondrian,174,0.012910988003706117
mondrian,175,0.00826355556514274
mondrian,176,0.008176934692754503
mondrian,177,0.011906390131043783
mondrian,178,0.02016160993148061
mondrian,179,0.0086950533019813
mondrian,180,0.018940561083671655
mondrian,181,0.022457689565190873
mondrian,182,0.014095911470643485
mondrian,183,0.01771384887407081
mondrian,184,0.01324654561629487
mondrian,185,0.015491661534277702
mondrian,186,0.02781960554128421
mondrian,187,0.011212290843926389
mondrian,188,0.007905135194467918
mondrian,189,0.015599618059352673
mondrian,190,0.028891201487345905
mondrian,191,0.01430021754089588
mondrian,192,0.012058574669721888
mondrian,193,0.014836469028925155
mondrian,194,0.017260727370649105
mondrian,195,0.010791709261388005
mondrian,196,0.01436517536577686
mondrian,197,0.01282257184101323
mondrian,198,0.016476522107047392
mondrian,199,0.01601361835728255
mondrian,200,0.016219372101980288
