,A0_min,A0_max,A1_min,A1_max,A2_min,A2_max,A3_min,A3_max,A4_min,A4_max,A5_min,A5_max,A6_min,A6_max,A7_min,A7_max,A8_min,A8_max,A9_min,A9_max,A10_min,A10_max,A11_min,A11_max,A12_min,A12_max,A13_min,A13_max,A14_min,A14_max,A15_min,A15_max,A16_min,A16_max,A17_min,A17_max,A18_min,A18_max,A19_min,A19_max,class
23,160,6285,-7141,161,153,7611,196,7149,104,6383,-6946,155,-7781,249,135,6357,217,7487,305,6757,-7803,99,-7395,6791,-7096,6403,-7472,7261,-7342,7372,-7121,6905,-7163,7175,-8778,6896,-7554,5726,-6722,7627,1
24,160,6285,-7141,161,153,7611,-6627,195,218,6383,163,6743,98,6285,-6882,473,290,7487,-7232,-197,-7803,1067,-7395,6791,-7096,6403,-7472,7261,-7342,7372,-7121,6905,-7163,7175,-8778,6896,-7554,5726,-6722,7627,1
25,160,6285,-7141,161,-7734,152,-6627,125,-7184,125,9,6743,-7781,95,254,6357,-7184,15,168,6757,-7803,104,-7395,6791,-7096,6403,-7472,7261,-7342,7372,-7121,6905,-7163,7175,-8778,6896,-7554,5726,-6722,7627,0
26,160,6285,162,6921,196,7611,168,7149,-7184,216,-6946,136,-7781,204,-6882,104,-7184,17,107,6757,-185,7208,-7395,6791,-7096,6403,-7472,7261,-7342,7372,-7121,6905,-7163,7175,-8778,6896,-7554,5726,-6722,7627,1
27,160,6285,162,6921,196,7611,-6627,167,146,6383,-6946,97,-7781,329,-6882,-3,-7184,-116,117,6757,-7803,345,-7395,6791,-7096,6403,-7472,7261,-7342,7372,-7121,6905,-7163,7175,-8778,6896,-7554,5726,-6722,7627,0
28,160,6285,-7141,161,153,7611,-6627,195,-7184,217,126,6743,83,6285,-6882,192,-84,7487,97,6757,-7803,618,-7395,6791,-7096,6403,-7472,7261,-7342,7372,-7121,6905,-7163,7175,-8778,6896,-7554,5726,-6722,7627,0
29,-6879,159,-7141,182,86,7611,-6627,173,-7184,113,2,6743,-7781,147,-6882,75,-7184,123,-7232,288,-7803,-263,-7395,6791,-7096,6403,-7472,7261,-7342,7372,-7121,6905,-7163,7175,-8778,6896,-7554,5726,-6722,7627,0
30,160,6285,162,6921,196,7611,-6627,167,-7184,145,-6946,217,-7781,458,225,6357,-7184,-43,-7232,671,187,7208,-7395,6791,-7096,6403,-7472,7261,-7342,7372,-7121,6905,-7163,7175,-8778,6896,-7554,5726,-6722,7627,0
31,160,6285,162,6921,-7734,195,156,7149,183,6383,158,6743,-7781,367,-6882,389,443,7487,647,6757,-7803,746,-7395,6791,-7096,6403,-7472,7261,-7342,7372,-7121,6905,-7163,7175,-8778,6896,-7554,5726,-6722,7627,1
32,160,6285,162,6921,-7734,195,156,7149,183,6383,-6946,157,-106,6285,154,6357,565,7487,-7232,4,743,7208,-7395,6791,-7096,6403,-7472,7261,-7342,7372,-7121,6905,-7163,7175,-8778,6896,-7554,5726,-6722,7627,0
33,-6879,159,183,6921,167,7611,-6627,168,187,6383,277,6743,-7781,316,-2,6357,-7184,331,-7232,65,75,7208,-7395,6791,-7096,6403,-7472,7261,-7342,7372,-7121,6905,-7163,7175,-8778,6896,-7554,5726,-6722,7627,1
34,160,6285,162,6921,196,7611,-6627,167,-7184,145,-6946,217,459,6285,-6882,402,-7184,301,-7232,407,-7803,-359,-7395,6791,-7096,6403,-7472,7261,-7342,7372,-7121,6905,-7163,7175,-8778,6896,-7554,5726,-6722,7627,1
35,160,6285,-7141,161,-7734,152,-6627,125,-7184,125,-6946,8,-7781,52,-6882,182,-7184,-101,-74,6757,-7803,1091,-7395,6791,-7096,6403,-7472,7261,-7342,7372,-7121,6905,-7163,7175,-8778,6896,-7554,5726,-6722,7627,0
36,-6879,159,-7141,182,86,7611,174,7149,-7184,168,-6946,122,-7781,243,-6882,199,217,7487,-7232,62,-97,7208,-7395,6791,-7096,6403,-7472,7261,-7342,7372,-7121,6905,-7163,7175,-8778,6896,-7554,5726,-6722,7627,0
37,160,6285,162,6921,-7734,195,-6627,155,147,6383,-6946,124,33,6285,-6882,586,242,7487,-7232,186,783,7208,-7395,6791,-7096,6403,-7472,7261,-7342,7372,-7121,6905,-7163,7175,-8778,6896,-7554,5726,-6722,7627,0
38,-6879,159,-7141,182,-7734,85,77,7149,-7184,187,165,6743,-7781,75,70,6357,36,7487,-6,6757,-7803,693,-7395,6791,-7096,6403,-7472,7261,-7342,7372,-7121,6905,-7163,7175,-8778,6896,-7554,5726,-6722,7627,1
39,-6879,159,-7141,182,86,7611,-6627,173,114,6383,-6946,256,-7781,122,266,6357,-7184,459,70,6757,-7803,601,-7395,6791,-7096,6403,-7472,7261,-7342,7372,-7121,6905,-7163,7175,-8778,6896,-7554,5726,-6722,7627,0
40,-6879,159,183,6921,167,7611,-6627,168,-7184,186,132,6743,-7781,213,455,6357,303,7487,-7232,-323,1500,7208,-7395,6791,-7096,6403,-7472,7261,-7342,7372,-7121,6905,-7163,7175,-8778,6896,-7554,5726,-6722,7627,0
41,-6879,159,183,6921,-7734,166,135,7149,-7184,98,194,6743,-10,6285,-6882,5,89,7487,-7232,418,-173,7208,-7395,6791,-7096,6403,-7472,7261,-7342,7372,-7121,6905,-7163,7175,-8778,6896,-7554,5726,-6722,7627,1
42,-6879,159,183,6921,167,7611,-6627,168,-7184,186,-6946,131,-7781,427,-6882,-75,-7184,-413,339,6757,343,7208,-7395,6791,-7096,6403,-7472,7261,-7342,7372,-7121,6905,-7163,7175,-8778,6896,-7554,5726,-6722,7627,0
43,-6879,159,-7141,182,-7734,85,-6627,76,-7184,88,-6946,108,23,6285,-6882,77,-7184,487,-7232,311,405,7208,-7395,6791,-7096,6403,-7472,7261,-7342,7372,-7121,6905,-7163,7175,-8778,6896,-7554,5726,-6722,7627,0
44,160,6285,162,6921,196,7611,168,7149,217,6383,-6946,152,82,6285,-6882,421,-7184,639,-38,6757,-7803,261,-7395,6791,-7096,6403,-7472,7261,-7342,7372,-7121,6905,-7163,7175,-8778,6896,-7554,5726,-6722,7627,1
45,-6879,159,-7141,182,-7734,85,-6627,76,-7184,88,109,6743,47,6285,-6882,77,-7184,-55,220,6757,-7803,-332,-7395,6791,-7096,6403,-7472,7261,-7342,7372,-7121,6905,-7163,7175,-8778,6896,-7554,5726,-6722,7627,0
46,160,6285,162,6921,196,7611,-6627,167,-7184,145,-6946,217,-7781,458,225,6357,-7184,-43,672,6757,735,7208,-7395,6791,-7096,6403,-7472,7261,-7342,7372,-7121,6905,-7163,7175,-8778,6896,-7554,5726,-6722,7627,0
47,160,6285,162,6921,-7734,195,-6627,155,147,6383,-6946,124,33,6285,587,6357,135,7487,103,6757,518,7208,-7395,6791,-7096,6403,-7472,7261,-7342,7372,-7121,6905,-7163,7175,-8778,6896,-7554,5726,-6722,7627,1
48,-6879,159,183,6921,167,7611,169,7149,-7184,104,-6946,207,-7781,119,-6882,48,610,7487,-7232,-12,512,7208,-7395,6791,-7096,6403,-7472,7261,-7342,7372,-7121,6905,-7163,7175,-8778,6896,-7554,5726,-6722,7627,0
49,-6879,159,183,6921,-7734,166,135,7149,-7184,98,-6946,193,53,6285,-6882,108,237,7487,-7232,781,425,7208,-7395,6791,-7096,6403,-7472,7261,-7342,7372,-7121,6905,-7163,7175,-8778,6896,-7554,5726,-6722,7627,1
50,160,6285,162,6921,196,7611,-6627,167,146,6383,-6946,97,330,6285,-6882,28,-91,7487,515,6757,-7803,-244,-7395,6791,-7096,6403,-7472,7261,-7342,7372,-7121,6905,-7163,7175,-8778,6896,-7554,5726,-6722,7627,0
51,160,6285,-7141,161,153,7611,196,7149,104,6383,-6946,155,-7781,249,-6882,134,377,7487,192,6757,108,7208,-7395,6791,-7096,6403,-7472,7261,-7342,7372,-7121,6905,-7163,7175,-8778,6896,-7554,5726,-6722,7627,0
52,-6879,159,183,6921,167,7611,-6627,168,-7184,186,-6946,131,428,6285,-6882,164,159,7487,-7232,56,-316,7208,-7395,6791,-7096,6403,-7472,7261,-7342,7372,-7121,6905,-7163,7175,-8778,6896,-7554,5726,-6722,7627,1
53,-6879,159,-7141,182,86,7611,174,7149,-7184,168,-6946,122,244,6285,-6882,113,-105,7487,-108,6757,-7803,-705,-7395,6791,-7096,6403,-7472,7261,-7342,7372,-7121,6905,-7163,7175,-8778,6896,-7554,5726,-6722,7627,1
54,-6879,159,183,6921,167,7611,169,7149,105,6383,70,6743,-7781,256,400,6357,-7184,64,-7232,-288,-7803,192,-7395,6791,-7096,6403,-7472,7261,-7342,7372,-7121,6905,-7163,7175,-8778,6896,-7554,5726,-6722,7627,1
55,-6879,159,-7141,182,86,7611,-6627,173,114,6383,-6946,256,-7781,122,-6882,265,-7184,-246,-7232,252,406,7208,-7395,6791,-7096,6403,-7472,7261,-7342,7372,-7121,6905,-7163,7175,-8778,6896,-7554,5726,-6722,7627,0
56,-6879,159,-7141,182,-7734,85,-6627,76,89,6383,-6946,73,-7781,166,489,6357,-7184,79,-7232,506,-7803,-417,-7395,6791,-7096,6403,-7472,7261,-7342,7372,-7121,6905,-7163,7175,-8778,6896,-7554,5726,-6722,7627,0
57,160,6285,162,6921,196,7611,-6627,167,146,6383,98,6743,347,6285,140,6357,-7184,455,-7232,228,-7803,101,-7395,6791,-7096,6403,-7472,7261,-7342,7372,-7121,6905,-7163,7175,-8778,6896,-7554,5726,-6722,7627,1
58,160,6285,-7141,161,-7734,152,126,7149,197,6383,-6946,347,40,6285,164,6357,-7184,-9,-378,6757,-42,7208,-7395,6791,-7096,6403,-7472,7261,-7342,7372,-7121,6905,-7163,7175,-8778,6896,-7554,5726,-6722,7627,0
59,-6879,159,-7141,182,86,7611,-6627,173,114,6383,257,6743,-7781,116,-6882,176,-7184,235,29,6757,436,7208,-7395,6791,-7096,6403,-7472,7261,-7342,7372,-7121,6905,-7163,7175,-8778,6896,-7554,5726,-6722,7627,0
60,160,6285,-7141,161,153,7611,196,7149,104,6383,156,6743,84,6285,93,6357,113,7487,848,6757,-7803,561,-7395,6791,-7096,6403,-7472,7261,-7342,7372,-7121,6905,-7163,7175,-8778,6896,-7554,5726,-6722,7627,1
61,-6879,159,183,6921,-7734,166,-6627,134,185,6383,119,6743,99,6285,-6882,269,457,7487,-7232,237,79,7208,-7395,6791,-7096,6403,-7472,7261,-7342,7372,-7121,6905,-7163,7175,-8778,6896,-7554,5726,-6722,7627,1
62,160,6285,162,6921,-7734,195,-6627,155,-7184,146,450,6743,93,6285,474,6357,-7184,-18,-7232,509,34,7208,-7395,6791,-7096,6403,-7472,7261,-7342,7372,-7121,6905,-7163,7175,-8778,6896,-7554,5726,-6722,7627,0
63,-6879,159,183,6921,167,7611,-6627,168,-7184,186,132,6743,-7781,213,455,6357,-7184,302,557,6757,-7803,184,-7395,6791,-7096,6403,-7472,7261,-7342,7372,-7121,6905,-7163,7175,-8778,6896,-7554,5726,-6722,7627,0
64,-6879,159,-7141,182,86,7611,-6627,173,114,6383,257,6743,117,6285,-6882,68,-7184,237,-372,6757,-7803,302,-7395,6791,-7096,6403,-7472,7261,-7342,7372,-7121,6905,-7163,7175,-8778,6896,-7554,5726,-6722,7627,1
65,-6879,159,183,6921,-7734,166,135,7149,-7184,98,-6946,193,53,6285,-6882,108,-7184,236,-7232,-141,-7803,-14,-7395,6791,-7096,6403,-7472,7261,-7342,7372,-7121,6905,-7163,7175,-8778,6896,-7554,5726,-6722,7627,0
66,160,6285,-7141,161,153,7611,-6627,195,218,6383,163,6743,-7781,97,418,6357,499,7487,-147,6757,122,7208,-7395,6791,-7096,6403,-7472,7261,-7342,7372,-7121,6905,-7163,7175,-8778,6896,-7554,5726,-6722,7627,1
67,-6879,159,183,6921,-7734,166,135,7149,-7184,98,194,6743,-10,6285,6,6357,-2,7487,-7232,-27,-7803,157,-7395,6791,-7096,6403,-7472,7261,-7342,7372,-7121,6905,-7163,7175,-8778,6896,-7554,5726,-6722,7627,1
68,160,6285,162,6921,196,7611,-6627,167,146,6383,98,6743,347,6285,140,6357,-7184,455,-7232,228,102,7208,-7395,6791,-7096,6403,-7472,7261,-7342,7372,-7121,6905,-7163,7175,-8778,6896,-7554,5726,-6722,7627,0
69,-6879,159,-7141,182,86,7611,174,7149,-7184,168,-6946,122,244,6285,-6882,113,-7184,-106,425,6757,-7803,327,-7395,6791,-7096,6403,-7472,7261,-7342,7372,-7121,6905,-7163,7175,-8778,6896,-7554,5726,-6722,7627,0
70,160,6285,162,6921,-7734,195,156,7149,-7184,182,-6946,194,104,6285,-6882,114,409,7487,-7232,844,-7803,107,-7395,6791,-7096,6403,-7472,7261,-7342,7372,-7121,6905,-7163,7175,-8778,6896,-7554,5726,-6722,7627,1
71,160,6285,162,6921,196,7611,168,7149,217,6383,153,6743,142,6285,-6882,271,354,7487,-7232,-62,-7803,173,-7395,6791,-7096,6403,-7472,7261,-7342,7372,-7121,6905,-7163,7175,-8778,6896,-7554,5726,-6722,7627,1
72,-6879,159,183,6921,-7734,166,-6627,134,185,6383,119,6743,-7781,98,-6882,442,-7184,241,540,6757,310,7208,-7395,6791,-7096,6403,-7472,7261,-7342,7372,-7121,6905,-7163,7175,-8778,6896,-7554,5726,-6722,7627,0
73,160,6285,-7141,161,-7734,152,126,7149,-7184,196,158,6743,-7781,35,-6882,125,-7184,145,-7232,-69,-84,7208,-7395,6791,-7096,6403,-7472,7261,-7342,7372,-7121,6905,-7163,7175,-8778,6896,-7554,5726,-6722,7627,0
74,-6879,159,183,6921,-7734,166,135,7149,-7184,98,194,6743,-7781,-11,-6882,178,-192,7487,155,6757,-484,7208,-7395,6791,-7096,6403,-7472,7261,-7342,7372,-7121,6905,-7163,7175,-8778,6896,-7554,5726,-6722,7627,0
75,-6879,159,-7141,182,-7734,85,77,7149,-7184,187,-6946,164,113,6285,-43,6357,193,7487,-303,6757,-7803,-653,-7395,6791,-7096,6403,-7472,7261,-7342,7372,-7121,6905,-7163,7175,-8778,6896,-7554,5726,-6722,7627,1
76,-6879,159,183,6921,-7734,166,135,7149,-7184,98,194,6743,-7781,-11,179,6357,225,7487,620,6757,-7803,-432,-7395,6791,-7096,6403,-7472,7261,-7342,7372,-7121,6905,-7163,7175,-8778,6896,-7554,5726,-6722,7627,1
77,160,6285,162,6921,196,7611,-6627,167,146,6383,-6946,97,330,6285,29,6357,269,7487,-7232,881,-7803,591,-7395,6791,-7096,6403,-7472,7261,-7342,7372,-7121,6905,-7163,7175,-8778,6896,-7554,5726,-6722,7627,1
78,-6879,159,183,6921,167,7611,169,7149,105,6383,70,6743,257,6285,197,6357,238,7487,-7232,48,428,7208,-7395,6791,-7096,6403,-7472,7261,-7342,7372,-7121,6905,-7163,7175,-8778,6896,-7554,5726,-6722,7627,0
79,-6879,159,183,6921,167,7611,-6627,168,-7184,186,-6946,131,-7781,427,-6882,-75,-412,7487,73,6757,-207,7208,-7395,6791,-7096,6403,-7472,7261,-7342,7372,-7121,6905,-7163,7175,-8778,6896,-7554,5726,-6722,7627,0
80,-6879,159,-7141,182,86,7611,-6627,173,114,6383,-6946,256,123,6285,-33,6357,145,7487,-7232,176,-7803,115,-7395,6791,-7096,6403,-7472,7261,-7342,7372,-7121,6905,-7163,7175,-8778,6896,-7554,5726,-6722,7627,1
81,160,6285,-7141,161,-7734,152,126,7149,197,6383,-6946,347,40,6285,-6882,163,-13,7487,570,6757,-7803,1458,-7395,6791,-7096,6403,-7472,7261,-7342,7372,-7121,6905,-7163,7175,-8778,6896,-7554,5726,-6722,7627,1
82,-6879,159,-7141,182,86,7611,174,7149,169,6383,-6946,159,206,6285,233,6357,79,7487,-7232,211,-7803,1144,-7395,6791,-7096,6403,-7472,7261,-7342,7372,-7121,6905,-7163,7175,-8778,6896,-7554,5726,-6722,7627,1
83,-6879,159,-7141,182,86,7611,-6627,173,-7184,113,2,6743,-7781,147,76,6357,-7184,306,142,6757,-7803,-93,-7395,6791,-7096,6403,-7472,7261,-7342,7372,-7121,6905,-7163,7175,-8778,6896,-7554,5726,-6722,7627,1
84,160,6285,-7141,161,-7734,152,126,7149,197,6383,-6946,347,40,6285,-6882,163,-7184,-14,-7232,604,1163,7208,-7395,6791,-7096,6403,-7472,7261,-7342,7372,-7121,6905,-7163,7175,-8778,6896,-7554,5726,-6722,7627,1
85,-6879,159,-7141,182,86,7611,174,7149,-7184,168,123,6743,75,6285,-6882,266,-52,7487,-7232,-142,80,7208,-7395,6791,-7096,6403,-7472,7261,-7342,7372,-7121,6905,-7163,7175,-8778,6896,-7554,5726,-6722,7627,0
86,160,6285,162,6921,196,7611,-6627,167,-7184,145,-6946,217,459,6285,403,6357,20,7487,-7232,-6,40,7208,-7395,6791,-7096,6403,-7472,7261,-7342,7372,-7121,6905,-7163,7175,-8778,6896,-7554,5726,-6722,7627,1
87,-6879,159,-7141,182,86,7611,-6627,173,-7184,113,2,6743,-7781,147,-6882,75,-7184,123,-7232,288,-7803,-263,-7395,6791,-7096,6403,-7472,7261,-7342,7372,-7121,6905,-7163,7175,-8778,6896,-7554,5726,-6722,7627,0
88,-6879,159,-7141,182,-7734,85,77,7149,-7184,187,165,6743,-7781,75,70,6357,-7184,35,-7232,-267,-7803,125,-7395,6791,-7096,6403,-7472,7261,-7342,7372,-7121,6905,-7163,7175,-8778,6896,-7554,5726,-6722,7627,0
89,160,6285,-7141,161,153,7611,196,7149,104,6383,156,6743,84,6285,93,6357,-7184,112,-7232,1371,-736,7208,-7395,6791,-7096,6403,-7472,7261,-7342,7372,-7121,6905,-7163,7175,-8778,6896,-7554,5726,-6722,7627,1
90,-6879,159,-7141,182,-7734,85,-6627,76,89,6383,74,6743,-7781,25,-6882,-86,-7184,696,-7232,329,-7803,5,-7395,6791,-7096,6403,-7472,7261,-7342,7372,-7121,6905,-7163,7175,-8778,6896,-7554,5726,-6722,7627,0
91,-6879,159,183,6921,-7734,166,135,7149,99,6383,-6946,225,-7781,212,-6882,526,-118,7487,777,6757,-7803,542,-7395,6791,-7096,6403,-7472,7261,-7342,7372,-7121,6905,-7163,7175,-8778,6896,-7554,5726,-6722,7627,1
92,-6879,159,-7141,182,-7734,85,77,7149,188,6383,-6946,7,-7781,118,-6882,221,-7184,114,-7232,282,-7803,213,-7395,6791,-7096,6403,-7472,7261,-7342,7372,-7121,6905,-7163,7175,-8778,6896,-7554,5726,-6722,7627,1
93,160,6285,162,6921,196,7611,168,7149,217,6383,153,6743,-7781,141,-6882,73,-7184,363,-7232,102,-7803,-864,-7395,6791,-7096,6403,-7472,7261,-7342,7372,-7121,6905,-7163,7175,-8778,6896,-7554,5726,-6722,7627,1
94,-6879,159,183,6921,-7734,166,-6627,134,185,6383,-6946,118,47,6285,-6882,17,23,7487,-295,6757,185,7208,-7395,6791,-7096,6403,-7472,7261,-7342,7372,-7121,6905,-7163,7175,-8778,6896,-7554,5726,-6722,7627,1
95,160,6285,-7141,161,153,7611,-6627,195,-7184,217,126,6743,83,6285,193,6357,270,7487,508,6757,-7803,-26,-7395,6791,-7096,6403,-7472,7261,-7342,7372,-7121,6905,-7163,7175,-8778,6896,-7554,5726,-6722,7627,1
96,160,6285,-7141,161,-7734,152,126,7149,-7184,196,-6946,157,156,6285,-6882,-15,-7184,281,543,6757,-7803,909,-7395,6791,-7096,6403,-7472,7261,-7342,7372,-7121,6905,-7163,7175,-8778,6896,-7554,5726,-6722,7627,1
97,160,6285,-7141,161,-7734,152,-6627,125,-7184,125,-6946,8,-7781,52,-6882,182,-100,7487,362,6757,-225,7208,-7395,6791,-7096,6403,-7472,7261,-7342,7372,-7121,6905,-7163,7175,-8778,6896,-7554,5726,-6722,7627,0
98,160,6285,-7141,161,-7734,152,126,7149,197,6383,-6946,347,-7781,39,-6882,157,-131,7487,-7232,128,-7803,-557,-7395,6791,-7096,6403,-7472,7261,-7342,7372,-7121,6905,-7163,7175,-8778,6896,-7554,5726,-6722,7627,0
99,-6879,159,-7141,182,-7734,85,-6627,76,-7184,88,109,6743,-7781,46,-6882,-169,-7184,116,-7232,-463,-117,7208,-7395,6791,-7096,6403,-7472,7261,-7342,7372,-7121,6905,-7163,7175,-8778,6896,-7554,5726,-6722,7627,0
100,-6879,159,183,6921,-7734,166,135,7149,-7184,98,-6946,193,53,6285,109,6357,60,7487,-7232,463,39,7208,-7395,6791,-7096,6403,-7472,7261,-7342,7372,-7121,6905,-7163,7175,-8778,6896,-7554,5726,-6722,7627,1
101,-6879,159,183,6921,-7734,166,-6627,134,-7184,184,-6946,61,-14,6285,-6882,195,-175,7487,-245,6757,-7803,566,-7395,6791,-7096,6403,-7472,7261,-7342,7372,-7121,6905,-7163,7175,-8778,6896,-7554,5726,-6722,7627,0
102,160,6285,162,6921,-7734,195,-6627,155,-7184,146,-6946,449,-7781,173,-6882,253,-7184,316,710,6757,-21,7208,-7395,6791,-7096,6403,-7472,7261,-7342,7372,-7121,6905,-7163,7175,-8778,6896,-7554,5726,-6722,7627,0
103,160,6285,162,6921,-7734,195,-6627,155,147,6383,-6946,124,33,6285,-6882,586,-7184,241,63,6757,-7803,-829,-7395,6791,-7096,6403,-7472,7261,-7342,7372,-7121,6905,-7163,7175,-8778,6896,-7554,5726,-6722,7627,0
104,160,6285,-7141,161,-7734,152,126,7149,197,6383,-6946,347,40,6285,164,6357,-7184,-9,-7232,-379,-7803,-36,-7395,6791,-7096,6403,-7472,7261,-7342,7372,-7121,6905,-7163,7175,-8778,6896,-7554,5726,-6722,7627,0
